config,mode,T_kv,B,pipeline,latency_ms,tokens_per_sec
gemma3_4b,decode,65536,1,P0,0.9801,1020.4
gemma3_4b,decode,65536,1,P1,2.7909,358.3
gemma3_4b,decode,65536,1,P3,4.9879,200.5
gemma3_4b,decode,65536,1,P5,4.9707,201.2
gemma3_4b,decode,65536,4,P0,3.4748,1151.1
gemma3_4b,decode,65536,4,P1,9.9155,403.4
gemma3_4b,decode,65536,4,P3,4.9897,801.7
gemma3_4b,decode,65536,4,P5,4.9912,801.4
gemma3_4b,decode,65536,8,P0,6.8677,1164.9
gemma3_4b,decode,65536,8,P1,19.6555,407.0
gemma3_4b,decode,65536,8,P3,4.9919,1602.6
gemma3_4b,decode,65536,8,P5,4.9883,1603.8
gemma3_4b,decode,65536,32,P0,27.281,1173.0
gemma3_4b,decode,65536,32,P1,78.2213,409.1
gemma3_4b,decode,65536,32,P3,5.9229,5402.7
gemma3_4b,decode,65536,32,P5,5.9201,5405.3
gemma3_4b,decode,131072,1,P0,1.7671,565.9
gemma3_4b,decode,131072,1,P1,5.029,198.8
gemma3_4b,decode,131072,1,P3,9.9061,100.9
gemma3_4b,decode,131072,1,P5,9.905,101.0
gemma3_4b,decode,131072,4,P0,7.4461,537.2
gemma3_4b,decode,131072,4,P1,19.6554,203.5
gemma3_4b,decode,131072,4,P3,9.9299,402.8
gemma3_4b,decode,131072,4,P5,9.9192,403.3
gemma3_4b,decode,131072,8,P0,13.6787,584.9
gemma3_4b,decode,131072,8,P1,39.1697,204.2
gemma3_4b,decode,131072,8,P3,9.9298,805.7
gemma3_4b,decode,131072,8,P5,9.927,805.9
gemma3_12b,decode,2048,1,P0,0.1135,8810.9
gemma3_12b,decode,2048,1,P1,0.2981,3354.6
gemma3_12b,decode,2048,1,P3,0.1595,6268.2
gemma3_12b,decode,2048,1,P5,0.1607,6221.6
gemma3_12b,decode,2048,4,P0,0.2486,16088.9
gemma3_12b,decode,2048,4,P1,0.7239,5525.3
gemma3_12b,decode,2048,4,P3,0.1639,24409.0
gemma3_12b,decode,2048,4,P5,0.1658,24125.1
gemma3_12b,decode,2048,8,P0,0.4566,17522.2
gemma3_12b,decode,2048,8,P1,1.3932,5742.4
gemma3_12b,decode,2048,8,P3,0.1969,40623.5
gemma3_12b,decode,2048,8,P5,0.1952,40973.5
gemma3_12b,decode,2048,32,P0,1.5873,20159.8
gemma3_12b,decode,2048,32,P1,4.8481,6600.5
gemma3_12b,decode,2048,32,P3,0.4063,78752.5
gemma3_12b,decode,2048,32,P5,0.4029,79432.8
gemma3_12b,decode,2048,64,P0,3.1351,20414.3
gemma3_12b,decode,2048,64,P1,9.5697,6687.7
gemma3_12b,decode,2048,64,P3,0.7609,84107.1
gemma3_12b,decode,2048,64,P5,0.7618,84009.1
gemma3_12b,decode,4096,1,P0,0.1338,7475.9
gemma3_12b,decode,4096,1,P1,0.3748,2668.3
gemma3_12b,decode,4096,1,P3,0.2904,3443.1
gemma3_12b,decode,4096,1,P5,0.2874,3479.3
gemma3_12b,decode,4096,4,P0,0.4195,9535.2
gemma3_12b,decode,4096,4,P1,1.2956,3087.4
gemma3_12b,decode,4096,4,P3,0.3416,11709.2
gemma3_12b,decode,4096,4,P5,0.3419,11699.8
gemma3_12b,decode,4096,8,P0,0.7998,10002.1
gemma3_12b,decode,4096,8,P1,2.4794,3226.6
gemma3_12b,decode,4096,8,P3,0.3534,22636.6
gemma3_12b,decode,4096,8,P5,0.3514,22767.4
gemma3_12b,decode,4096,32,P0,3.0802,10389.1
gemma3_12b,decode,4096,32,P1,9.5129,3363.9
gemma3_12b,decode,4096,32,P3,0.763,41941.9
gemma3_12b,decode,4096,32,P5,0.7644,41862.9
gemma3_12b,decode,4096,64,P0,6.101,10490.0
gemma3_12b,decode,4096,64,P1,18.8864,3388.7
gemma3_12b,decode,4096,64,P3,1.4807,43222.2
gemma3_12b,decode,4096,64,P5,1.4798,43249.8
gemma3_12b,decode,8192,1,P0,0.2347,4260.3
gemma3_12b,decode,8192,1,P1,0.6867,1456.2
gemma3_12b,decode,8192,1,P3,0.54,1851.8
gemma3_12b,decode,8192,1,P5,0.5379,1859.1
gemma3_12b,decode,8192,4,P0,0.806,4962.8
gemma3_12b,decode,8192,4,P1,2.4843,1610.1
gemma3_12b,decode,8192,4,P3,0.6593,6067.4
gemma3_12b,decode,8192,4,P5,0.6557,6100.2
gemma3_12b,decode,8192,8,P0,1.5708,5092.9
gemma3_12b,decode,8192,8,P1,4.833,1655.3
gemma3_12b,decode,8192,8,P3,0.6671,11992.6
gemma3_12b,decode,8192,8,P5,0.6647,12035.6
gemma3_12b,decode,8192,32,P0,6.1455,5207.1
gemma3_12b,decode,8192,32,P1,18.9265,1690.7
gemma3_12b,decode,8192,32,P3,1.4923,21443.3
gemma3_12b,decode,8192,32,P5,1.4794,21630.7
gemma3_12b,decode,8192,64,P0,12.2443,5226.9
gemma3_12b,decode,8192,64,P1,37.6898,1698.1
gemma3_12b,decode,8192,64,P3,2.9009,22062.4
gemma3_12b,decode,8192,64,P5,2.8974,22088.7
gemma3_12b,decode,16384,1,P0,0.4314,2318.3
gemma3_12b,decode,16384,1,P1,1.3045,766.5
gemma3_12b,decode,16384,1,P3,1.2505,799.7
gemma3_12b,decode,16384,1,P5,1.2475,801.6
gemma3_12b,decode,16384,4,P0,1.5852,2523.3
gemma3_12b,decode,16384,4,P1,4.8499,824.8
gemma3_12b,decode,16384,4,P3,1.276,3134.7
gemma3_12b,decode,16384,4,P5,1.2752,3136.9
gemma3_12b,decode,16384,8,P0,3.1232,2561.5
gemma3_12b,decode,16384,8,P1,9.5638,836.5
gemma3_12b,decode,16384,8,P3,1.2992,6157.8
gemma3_12b,decode,16384,8,P5,1.293,6186.9
gemma3_12b,decode,16384,32,P0,12.3755,2585.8
gemma3_12b,decode,16384,32,P1,37.7757,847.1
gemma3_12b,decode,16384,32,P3,2.9502,10846.9
gemma3_12b,decode,16384,32,P5,2.9194,10961.3
gemma3_12b,decode,16384,64,P0,24.621,2599.4
gemma3_12b,decode,16384,64,P1,75.5445,847.2
gemma3_12b,decode,16384,64,P3,5.7752,11081.8
gemma3_12b,decode,16384,64,P5,5.7648,11101.8
gemma3_12b,decode,32768,1,P0,0.888,1126.1
gemma3_12b,decode,32768,1,P1,2.705,369.7
gemma3_12b,decode,32768,1,P3,2.5064,399.0
gemma3_12b,decode,32768,1,P5,2.5072,398.9
gemma3_12b,decode,32768,4,P0,3.1795,1258.1
gemma3_12b,decode,32768,4,P1,9.6127,416.1
gemma3_12b,decode,32768,4,P3,2.5123,1592.1
gemma3_12b,decode,32768,4,P5,2.5104,1593.4
gemma3_12b,decode,32768,8,P0,6.3114,1267.6
gemma3_12b,decode,32768,8,P1,19.0914,419.0
gemma3_12b,decode,32768,8,P3,2.5482,3139.5
gemma3_12b,decode,32768,8,P5,2.5469,3141.1
gemma3_12b,decode,32768,32,P0,25.039,1278.0
gemma3_12b,decode,32768,32,P1,76.0073,421.0
gemma3_12b,decode,32768,32,P3,5.7469,5568.2
gemma3_12b,decode,32768,32,P5,5.7763,5539.8
gemma3_12b,decode,65536,1,P0,1.7737,563.8
gemma3_12b,decode,65536,1,P1,5.0304,198.8
gemma3_12b,decode,65536,1,P3,4.9852,200.6
gemma3_12b,decode,65536,1,P5,4.9504,202.0
gemma3_12b,decode,65536,4,P0,7.4468,537.1
gemma3_12b,decode,65536,4,P1,19.6552,203.5
gemma3_12b,decode,65536,4,P3,4.9879,801.9
gemma3_12b,decode,65536,4,P5,4.986,802.2
gemma3_12b,decode,65536,8,P0,13.6926,584.3
gemma3_12b,decode,65536,8,P1,39.1652,204.3
gemma3_12b,decode,65536,8,P3,5.0573,1581.9
gemma3_12b,decode,65536,8,P5,5.0545,1582.8
gemma3_12b,decode,131072,1,P0,3.4783,287.5
gemma3_12b,decode,131072,1,P1,9.9119,100.9
gemma3_12b,decode,131072,1,P3,9.8665,101.4
gemma3_12b,decode,131072,1,P5,9.9039,101.0
gemma3_12b,decode,131072,4,P0,13.6851,292.3
gemma3_12b,decode,131072,4,P1,39.1337,102.2
gemma3_12b,decode,131072,4,P3,9.9335,402.7
gemma3_12b,decode,131072,4,P5,9.9265,403.0
gemma3_12b,decode,131072,8,P0,27.2717,293.3
gemma3_12b,decode,131072,8,P1,78.2114,102.3
gemma3_12b,decode,131072,8,P3,10.0511,795.9
gemma3_12b,decode,131072,8,P5,10.0451,796.4
gemma3n_e4b,decode,2048,1,P0,0.0638,15685.2
gemma3n_e4b,decode,2048,1,P1,0.2779,3598.5
gemma3n_e4b,decode,2048,1,P3,0.1601,6246.7
gemma3n_e4b,decode,2048,1,P5,0.1599,6252.6
gemma3n_e4b,decode,2048,4,P0,0.1287,31071.8
gemma3n_e4b,decode,2048,4,P1,0.3406,11742.6
gemma3n_e4b,decode,2048,4,P3,0.1646,24295.7
gemma3n_e4b,decode,2048,4,P5,0.1667,23989.4
gemma3n_e4b,decode,2048,8,P0,0.2207,36242.4
gemma3n_e4b,decode,2048,8,P1,0.4641,17238.2
gemma3n_e4b,decode,2048,8,P3,0.1646,48600.3
gemma3n_e4b,decode,2048,8,P5,0.163,49072.5
gemma3n_e4b,decode,2048,32,P0,0.7589,42167.5
gemma3n_e4b,decode,2048,32,P1,1.6299,19632.9
gemma3n_e4b,decode,2048,32,P3,0.2199,145504.7
gemma3n_e4b,decode,2048,32,P5,0.2187,146320.5
gemma3n_e4b,decode,2048,64,P0,1.4787,43280.6
gemma3n_e4b,decode,2048,64,P1,3.1547,20287.1
gemma3n_e4b,decode,2048,64,P3,0.3994,160222.6
gemma3n_e4b,decode,2048,64,P5,0.3978,160865.3
gemma3n_e4b,decode,4096,1,P0,0.0831,12027.0
gemma3n_e4b,decode,4096,1,P1,0.2945,3395.2
gemma3n_e4b,decode,4096,1,P3,0.2881,3471.0
gemma3n_e4b,decode,4096,1,P5,0.2857,3500.2
gemma3n_e4b,decode,4096,4,P0,0.2222,18002.1
gemma3n_e4b,decode,4096,4,P1,0.4682,8543.4
gemma3n_e4b,decode,4096,4,P3,0.2954,13540.7
gemma3n_e4b,decode,4096,4,P5,0.2931,13646.4
gemma3n_e4b,decode,4096,8,P0,0.4018,19910.0
gemma3n_e4b,decode,4096,8,P1,0.8495,9417.4
gemma3n_e4b,decode,4096,8,P3,0.2959,27033.8
gemma3n_e4b,decode,4096,8,P5,0.2929,27314.5
gemma3n_e4b,decode,4096,32,P0,1.4748,21697.6
gemma3n_e4b,decode,4096,32,P1,3.15,10158.6
gemma3n_e4b,decode,4096,32,P3,0.4023,79536.2
gemma3n_e4b,decode,4096,32,P5,0.4018,79639.9
gemma3n_e4b,decode,4096,64,P0,2.91,21993.4
gemma3n_e4b,decode,4096,64,P1,6.1719,10369.5
gemma3n_e4b,decode,4096,64,P3,0.7562,84633.0
gemma3n_e4b,decode,4096,64,P5,0.7597,84240.2
gemma3n_e4b,decode,8192,1,P0,0.1347,7422.1
gemma3n_e4b,decode,8192,1,P1,0.3492,2863.9
gemma3n_e4b,decode,8192,1,P3,0.5382,1858.1
gemma3n_e4b,decode,8192,1,P5,0.5381,1858.2
gemma3n_e4b,decode,8192,4,P0,0.4054,9866.6
gemma3n_e4b,decode,8192,4,P1,0.8545,4680.9
gemma3n_e4b,decode,8192,4,P3,0.5565,7187.3
gemma3n_e4b,decode,8192,4,P5,0.5537,7224.2
gemma3n_e4b,decode,8192,8,P0,0.767,10430.1
gemma3n_e4b,decode,8192,8,P1,1.6408,4875.8
gemma3n_e4b,decode,8192,8,P3,0.6511,12287.5
gemma3n_e4b,decode,8192,8,P5,0.6516,12277.8
gemma3n_e4b,decode,8192,32,P0,2.9215,10953.3
gemma3n_e4b,decode,8192,32,P1,6.1825,5175.9
gemma3n_e4b,decode,8192,32,P3,0.7739,41347.9
gemma3n_e4b,decode,8192,32,P5,0.7704,41537.8
gemma3n_e4b,decode,8192,64,P0,5.8104,11014.8
gemma3n_e4b,decode,8192,64,P1,12.247,5225.8
gemma3n_e4b,decode,8192,64,P3,1.4708,43512.4
gemma3n_e4b,decode,8192,64,P5,1.4682,43592.2
gemma3n_e4b,decode,16384,1,P0,0.2281,4384.5
gemma3n_e4b,decode,16384,1,P1,0.4671,2141.0
gemma3n_e4b,decode,16384,1,P3,1.0424,959.3
gemma3n_e4b,decode,16384,1,P5,1.0383,963.2
gemma3n_e4b,decode,16384,4,P0,0.7771,5147.4
gemma3n_e4b,decode,16384,4,P1,1.6525,2420.5
gemma3n_e4b,decode,16384,4,P3,1.2672,3156.5
gemma3n_e4b,decode,16384,4,P5,1.2678,3155.2
gemma3n_e4b,decode,16384,8,P0,1.5029,5323.1
gemma3n_e4b,decode,16384,8,P1,3.1791,2516.4
gemma3n_e4b,decode,16384,8,P3,1.2687,6305.7
gemma3n_e4b,decode,16384,8,P5,1.2692,6303.1
gemma3n_e4b,decode,16384,32,P0,5.8661,5455.0
gemma3n_e4b,decode,16384,32,P1,12.3048,2600.6
gemma3n_e4b,decode,16384,32,P3,1.5057,21253.1
gemma3n_e4b,decode,16384,32,P5,1.4969,21376.8
gemma3n_e4b,decode,16384,64,P0,11.687,5476.2
gemma3n_e4b,decode,16384,64,P1,24.3898,2624.0
gemma3n_e4b,decode,16384,64,P3,2.8519,22441.5
gemma3n_e4b,decode,16384,64,P5,2.8784,22234.6
gemma3n_e4b,decode,32768,1,P0,0.4217,2371.6
gemma3n_e4b,decode,32768,1,P1,0.8715,1147.5
gemma3n_e4b,decode,32768,1,P3,2.0377,490.7
gemma3n_e4b,decode,32768,1,P5,2.037,490.9
gemma3n_e4b,decode,32768,4,P0,1.544,2590.6
gemma3n_e4b,decode,32768,4,P1,3.2247,1240.4
gemma3n_e4b,decode,32768,4,P3,2.5012,1599.2
gemma3n_e4b,decode,32768,4,P5,2.499,1600.7
gemma3n_e4b,decode,32768,8,P0,3.0369,2634.2
gemma3n_e4b,decode,32768,8,P1,6.2964,1270.6
gemma3n_e4b,decode,32768,8,P3,2.4985,3202.0
gemma3n_e4b,decode,32768,8,P5,2.4973,3203.4
gemma3n_e4b,decode,32768,32,P0,11.9696,2673.4
gemma3n_e4b,decode,32768,32,P1,24.709,1295.1
gemma3n_e4b,decode,32768,32,P3,2.9315,10915.7
gemma3n_e4b,decode,32768,32,P5,2.9351,10902.5
gemma3n_e4b,decode,32768,64,P0,23.9026,2677.5
gemma3n_e4b,decode,32768,64,P1,49.4253,1294.9
gemma3n_e4b,decode,32768,64,P3,5.7062,11215.8
gemma3n_e4b,decode,32768,64,P5,5.7213,11186.3
gemma3n_e4b,decode,65536,1,P0,0.9796,1020.8
gemma3n_e4b,decode,65536,1,P1,1.8223,548.8
gemma3n_e4b,decode,65536,1,P3,4.5424,220.1
gemma3n_e4b,decode,65536,1,P5,4.5234,221.1
gemma3n_e4b,decode,65536,4,P0,3.4654,1154.3
gemma3n_e4b,decode,65536,4,P1,6.7279,594.5
gemma3n_e4b,decode,65536,4,P3,4.9594,806.6
gemma3n_e4b,decode,65536,4,P5,4.9588,806.7
gemma3n_e4b,decode,65536,8,P0,6.8653,1165.3
gemma3n_e4b,decode,65536,8,P1,13.3169,600.7
gemma3n_e4b,decode,65536,8,P3,4.9508,1615.9
gemma3n_e4b,decode,65536,8,P5,4.9509,1615.9
gemma3n_e4b,decode,65536,32,P0,27.2714,1173.4
gemma3n_e4b,decode,65536,32,P1,52.8016,606.0
gemma3n_e4b,decode,65536,32,P3,5.8445,5475.3
gemma3n_e4b,decode,65536,32,P5,5.8416,5477.9
gemma3n_e4b,decode,65536,64,P0,54.5058,1174.2
gemma3n_e4b,decode,65536,64,P1,105.4684,606.8
gemma3n_e4b,decode,65536,64,P3,11.3625,5632.6
gemma3n_e4b,decode,65536,64,P5,11.3234,5652.0
gemma3n_e4b,decode,131072,1,P0,1.9063,524.6
gemma3n_e4b,decode,131072,1,P1,3.7178,269.0
gemma3n_e4b,decode,131072,1,P3,9.8508,101.5
gemma3n_e4b,decode,131072,1,P5,9.8097,101.9
gemma3n_e4b,decode,131072,4,P0,6.8846,581.0
gemma3n_e4b,decode,131072,4,P1,13.3097,300.5
gemma3n_e4b,decode,131072,4,P3,9.8852,404.6
gemma3n_e4b,decode,131072,4,P5,9.8745,405.1
gemma3n_e4b,decode,131072,8,P0,13.6931,584.2
gemma3n_e4b,decode,131072,8,P1,26.4129,302.9
gemma3n_e4b,decode,131072,8,P3,9.854,811.9
gemma3n_e4b,decode,131072,8,P5,9.864,811.0
gemma3n_e4b,decode,131072,32,P0,54.5484,586.6
gemma3n_e4b,decode,131072,32,P1,105.2207,304.1
gemma3n_e4b,decode,131072,32,P3,11.8038,2711.0
gemma3n_e4b,decode,131072,32,P5,11.6792,2739.9
deepseek_r1_7b,decode,2048,1,P0,0.068,14701.6
deepseek_r1_7b,decode,2048,1,P1,0.2756,3628.3
deepseek_r1_7b,decode,2048,1,P3,0.1138,8783.6
deepseek_r1_7b,decode,2048,1,P5,0.1106,9041.8
deepseek_r1_7b,decode,2048,4,P0,0.203,19703.6
deepseek_r1_7b,decode,2048,4,P1,0.4174,9582.0
deepseek_r1_7b,decode,2048,4,P3,0.1124,35590.9
deepseek_r1_7b,decode,2048,4,P5,0.1119,35741.0
deepseek_r1_7b,decode,2048,8,P0,0.366,21855.2
deepseek_r1_7b,decode,2048,8,P1,0.6056,13210.4
deepseek_r1_7b,decode,2048,8,P3,0.1293,61885.9
deepseek_r1_7b,decode,2048,8,P5,0.1284,62306.2
deepseek_r1_7b,decode,2048,32,P0,1.3392,23894.8
deepseek_r1_7b,decode,2048,32,P1,2.2101,14479.0
deepseek_r1_7b,decode,2048,32,P3,0.454,70488.6
deepseek_r1_7b,decode,2048,32,P5,0.4503,71068.1
deepseek_r1_7b,decode,2048,64,P0,2.6212,24416.1
deepseek_r1_7b,decode,2048,64,P1,4.2901,14918.2
deepseek_r1_7b,decode,2048,64,P3,0.781,81949.7
deepseek_r1_7b,decode,2048,64,P5,0.779,82161.4
deepseek_r1_7b,decode,4096,1,P0,0.1119,8939.3
deepseek_r1_7b,decode,4096,1,P1,0.3267,3060.9
deepseek_r1_7b,decode,4096,1,P3,0.192,5208.5
deepseek_r1_7b,decode,4096,1,P5,0.1889,5292.7
deepseek_r1_7b,decode,4096,4,P0,0.3493,11450.7
deepseek_r1_7b,decode,4096,4,P1,0.5878,6805.0
deepseek_r1_7b,decode,4096,4,P3,0.1914,20900.0
deepseek_r1_7b,decode,4096,4,P5,0.1932,20708.4
deepseek_r1_7b,decode,4096,8,P0,0.6949,11512.8
deepseek_r1_7b,decode,4096,8,P1,1.14,7017.6
deepseek_r1_7b,decode,4096,8,P3,0.224,35714.9
deepseek_r1_7b,decode,4096,8,P5,0.2226,35942.1
deepseek_r1_7b,decode,4096,32,P0,2.6046,12286.1
deepseek_r1_7b,decode,4096,32,P1,4.276,7483.6
deepseek_r1_7b,decode,4096,32,P3,0.861,37168.0
deepseek_r1_7b,decode,4096,32,P5,0.869,36823.1
deepseek_r1_7b,decode,4096,64,P0,5.1367,12459.4
deepseek_r1_7b,decode,4096,64,P1,8.3838,7633.8
deepseek_r1_7b,decode,4096,64,P3,1.5139,42275.9
deepseek_r1_7b,decode,4096,64,P5,1.5108,42360.6
deepseek_r1_7b,decode,8192,1,P0,0.1969,5078.9
deepseek_r1_7b,decode,8192,1,P1,0.4085,2447.9
deepseek_r1_7b,decode,8192,1,P3,0.3488,2866.8
deepseek_r1_7b,decode,8192,1,P5,0.3493,2862.7
deepseek_r1_7b,decode,8192,4,P0,0.6565,6093.1
deepseek_r1_7b,decode,8192,4,P1,1.1054,3618.5
deepseek_r1_7b,decode,8192,4,P3,0.35,11427.8
deepseek_r1_7b,decode,8192,4,P5,0.3486,11476.0
deepseek_r1_7b,decode,8192,8,P0,1.344,5952.2
deepseek_r1_7b,decode,8192,8,P1,2.2128,3615.3
deepseek_r1_7b,decode,8192,8,P3,0.5146,15545.3
deepseek_r1_7b,decode,8192,8,P5,0.4697,17031.1
deepseek_r1_7b,decode,8192,32,P0,5.1459,6218.5
deepseek_r1_7b,decode,8192,32,P1,8.4337,3794.3
deepseek_r1_7b,decode,8192,32,P3,1.6892,18944.2
deepseek_r1_7b,decode,8192,32,P5,1.6858,18981.6
deepseek_r1_7b,decode,8192,64,P0,10.1977,6275.9
deepseek_r1_7b,decode,8192,64,P1,16.6816,3836.6
deepseek_r1_7b,decode,8192,64,P3,3.0037,21306.8
deepseek_r1_7b,decode,8192,64,P5,2.9995,21336.6
deepseek_r1_7b,decode,16384,1,P0,0.351,2849.2
deepseek_r1_7b,decode,16384,1,P1,0.5928,1687.0
deepseek_r1_7b,decode,16384,1,P3,0.6625,1509.5
deepseek_r1_7b,decode,16384,1,P5,0.662,1510.6
deepseek_r1_7b,decode,16384,4,P0,1.2821,3120.0
deepseek_r1_7b,decode,16384,4,P1,2.1521,1858.6
deepseek_r1_7b,decode,16384,4,P3,0.7934,5041.5
deepseek_r1_7b,decode,16384,4,P5,0.7929,5044.7
deepseek_r1_7b,decode,16384,8,P0,2.6636,3003.5
deepseek_r1_7b,decode,16384,8,P1,4.3346,1845.6
deepseek_r1_7b,decode,16384,8,P3,0.9137,8755.6
deepseek_r1_7b,decode,16384,8,P5,0.9109,8782.5
deepseek_r1_7b,decode,16384,32,P0,10.3012,3106.4
deepseek_r1_7b,decode,16384,32,P1,16.7824,1906.8
deepseek_r1_7b,decode,16384,32,P3,3.3104,9666.4
deepseek_r1_7b,decode,16384,32,P5,3.3079,9673.7
deepseek_r1_7b,decode,16384,64,P0,20.5309,3117.2
deepseek_r1_7b,decode,16384,64,P1,33.2516,1924.7
deepseek_r1_7b,decode,16384,64,P3,5.9019,10843.9
deepseek_r1_7b,decode,16384,64,P5,5.9009,10845.8
deepseek_r1_7b,decode,32768,1,P0,0.6793,1472.1
deepseek_r1_7b,decode,32768,1,P1,1.1133,898.3
deepseek_r1_7b,decode,32768,1,P3,1.2848,778.3
