config,mode,T_kv,B,pipeline,n_runs,mean_ms,std_ms,min_ms,max_ms,median_ms,p5_ms,p95_ms,mean_tps,cv_pct
phi4_14b,decode,16384,1,P1,10,1.1224,0.0045,1.1171,1.1339,1.1213,1.1171,1.1339,890.9,0.4
phi4_14b,decode,16384,1,P3,10,0.6675,0.0066,0.6619,0.6838,0.6659,0.6619,0.6838,1498.1,1.0
phi4_14b,decode,16384,1,P5,10,0.6654,0.0048,0.66,0.6731,0.6636,0.66,0.6731,1502.9,0.72
phi4_14b,decode,16384,2,P0,10,0.9527,0.0034,0.9483,0.9576,0.9521,0.9483,0.9576,2099.3,0.35
phi4_14b,decode,16384,2,P1,10,2.0252,0.0057,2.0215,2.0409,2.0237,2.0215,2.0409,987.6,0.28
phi4_14b,decode,16384,2,P3,10,0.8068,0.0039,0.8018,0.8135,0.8057,0.8018,0.8135,2478.9,0.49
phi4_14b,decode,16384,2,P5,10,0.8051,0.0036,0.8007,0.814,0.8045,0.8007,0.814,2484.2,0.45
phi4_14b,decode,16384,4,P0,10,1.8614,0.0064,1.8543,1.8767,1.8601,1.8543,1.8767,2148.9,0.34
phi4_14b,decode,16384,4,P1,10,3.9373,0.0039,3.9325,3.9423,3.9383,3.9325,3.9423,1015.9,0.1
phi4_14b,decode,16384,4,P3,10,0.9135,0.0055,0.9084,0.925,0.9113,0.9084,0.925,4378.8,0.61
phi4_14b,decode,16384,4,P5,10,0.9927,0.2565,0.9063,1.7227,0.9101,0.9063,1.7227,4029.4,25.84
phi4_14b,decode,16384,8,P0,10,4.0396,0.007,4.0346,4.0578,4.0375,4.0346,4.0578,1980.4,0.17
phi4_14b,decode,16384,8,P1,10,8.0976,0.0059,8.0906,8.11,8.0982,8.0906,8.11,987.9,0.07
phi4_14b,decode,16384,8,P3,10,1.7296,0.0265,1.6592,1.7522,1.7392,1.6592,1.7522,4625.3,1.53
phi4_14b,decode,16384,8,P5,10,1.7226,0.0322,1.6573,1.7574,1.7368,1.6573,1.7574,4644.1,1.87
phi4_14b,decode,16384,16,P0,10,7.6073,0.0116,7.5987,7.6382,7.6031,7.5987,7.6382,2103.2,0.15
phi4_14b,decode,16384,16,P1,10,15.63,0.0119,15.6171,15.6589,15.6287,15.6171,15.6589,1023.7,0.08
phi4_14b,decode,16384,16,P3,10,2.6009,0.025,2.5412,2.6324,2.6094,2.5412,2.6324,6151.7,0.96
phi4_14b,decode,16384,16,P5,10,2.5856,0.0369,2.5212,2.6297,2.5991,2.5212,2.6297,6188.1,1.43
phi4_14b,decode,16384,32,P0,10,15.0494,0.0492,15.0039,15.1527,15.0239,15.0039,15.1527,2126.3,0.33
phi4_14b,decode,16384,32,P1,10,31.0498,0.0197,31.0251,31.0898,31.0501,31.0251,31.0898,1030.6,0.06
phi4_14b,decode,16384,32,P3,10,4.3753,0.0111,4.3522,4.3975,4.3764,4.3522,4.3975,7313.8,0.25
phi4_14b,decode,16384,32,P5,10,4.3314,0.0086,4.3175,4.3449,4.3306,4.3175,4.3449,7387.9,0.2
phi4_14b,decode,16384,64,P0,10,30.1167,0.0486,30.0209,30.1802,30.1354,30.0209,30.1802,2125.1,0.16
phi4_14b,decode,16384,64,P1,10,61.9173,0.1071,61.7318,62.0241,61.9763,61.7318,62.0241,1033.6,0.17
phi4_14b,decode,16384,64,P3,10,8.6582,0.0364,8.6034,8.7206,8.675,8.6034,8.7206,7391.8,0.42
phi4_14b,decode,16384,64,P5,10,8.7935,0.4238,8.5915,9.995,8.6827,8.5915,9.995,7278.1,4.82
phi4_14b,prefill,512,1,P0,10,0.0672,0.0037,0.064,0.0739,0.0651,0.064,0.0739,7619047.6,5.49
phi4_14b,prefill,512,1,P1,10,0.2916,0.0097,0.2765,0.3052,0.294,0.2765,0.3052,1755829.9,3.32
phi4_14b,prefill,512,1,P5,10,0.284,0.0098,0.2752,0.3015,0.2825,0.2752,0.3015,1802816.9,3.44
phi4_14b,prefill,512,2,P0,10,0.0964,0.0038,0.0939,0.1056,0.0945,0.0939,0.1056,10622406.6,3.96
phi4_14b,prefill,512,2,P1,10,0.3112,0.0101,0.2971,0.3245,0.3132,0.2971,0.3245,3290488.4,3.23
phi4_14b,prefill,512,2,P5,10,0.3092,0.0105,0.2972,0.3232,0.3088,0.2972,0.3232,3311772.3,3.38
phi4_14b,prefill,512,4,P0,10,0.1514,0.0017,0.1499,0.1549,0.1508,0.1499,0.1549,13527080.6,1.1
phi4_14b,prefill,512,4,P1,10,0.3674,0.0095,0.3577,0.3849,0.3665,0.3577,0.3849,5574305.9,2.58
phi4_14b,prefill,512,4,P5,10,0.3649,0.0088,0.35,0.3773,0.3664,0.35,0.3773,5612496.6,2.4
phi4_14b,prefill,512,8,P0,10,0.2608,0.0022,0.258,0.2654,0.2612,0.258,0.2654,15705521.5,0.85
phi4_14b,prefill,512,8,P1,10,0.4881,0.0047,0.4819,0.4965,0.4889,0.4819,0.4965,8391723.0,0.96
phi4_14b,prefill,512,8,P5,10,0.4796,0.0073,0.4712,0.4954,0.4787,0.4712,0.4954,8540450.4,1.53
phi4_14b,prefill,512,16,P0,10,0.4826,0.0021,0.4804,0.4875,0.4823,0.4804,0.4875,16974720.3,0.44
phi4_14b,prefill,512,16,P1,10,0.7654,0.0079,0.7563,0.7849,0.764,0.7563,0.7849,10702900.4,1.03
phi4_14b,prefill,512,16,P5,10,0.7632,0.0051,0.7569,0.7759,0.7623,0.7569,0.7759,10733752.6,0.67
phi4_14b,prefill,512,32,P0,10,0.9195,0.0032,0.9172,0.9271,0.9179,0.9172,0.9271,17818379.6,0.35
phi4_14b,prefill,512,32,P1,10,1.4835,0.0031,1.479,1.4898,1.4831,1.479,1.4898,11044152.3,0.21
phi4_14b,prefill,512,32,P5,10,1.4835,0.0032,1.476,1.4889,1.4847,1.476,1.4889,11044152.3,0.22
phi4_14b,prefill,1024,1,P0,10,0.1325,0.0047,0.129,0.1419,0.131,0.129,0.1419,7728301.9,3.51
phi4_14b,prefill,1024,1,P1,10,0.3534,0.014,0.3389,0.3821,0.3539,0.3389,0.3821,2897566.5,3.96
phi4_14b,prefill,1024,1,P5,10,0.3467,0.01,0.3345,0.3656,0.3466,0.3345,0.3656,2953562.2,2.9
phi4_14b,prefill,1024,2,P0,10,0.2068,0.0054,0.2029,0.2204,0.2053,0.2029,0.2204,9903288.2,2.62
phi4_14b,prefill,1024,2,P1,10,0.4195,0.0081,0.4078,0.4345,0.4214,0.4078,0.4345,4882002.4,1.92
phi4_14b,prefill,1024,2,P5,10,0.42,0.0097,0.4064,0.436,0.4191,0.4064,0.436,4876190.5,2.3
phi4_14b,prefill,1024,4,P0,10,0.3728,0.0047,0.3689,0.3845,0.3722,0.3689,0.3845,10987124.5,1.27
phi4_14b,prefill,1024,4,P1,10,0.596,0.0082,0.5826,0.6109,0.5985,0.5826,0.6109,6872483.2,1.38
phi4_14b,prefill,1024,4,P5,10,0.5906,0.0089,0.5774,0.6055,0.5895,0.5774,0.6055,6935320.0,1.51
phi4_14b,prefill,1024,8,P0,10,0.709,0.0025,0.7062,0.7151,0.709,0.7062,0.7151,11554301.8,0.35
phi4_14b,prefill,1024,8,P1,10,1.0033,0.0084,0.9918,1.0177,1.0045,0.9918,1.0177,8165055.3,0.83
phi4_14b,prefill,1024,8,P5,10,0.9996,0.0098,0.9905,1.0187,0.9961,0.9905,1.0187,8195278.1,0.98
phi4_14b,prefill,1024,16,P0,10,1.3571,0.008,1.3425,1.3675,1.3589,1.3425,1.3675,12072802.3,0.59
phi4_14b,prefill,1024,16,P1,10,1.9037,0.0044,1.8982,1.9133,1.9039,1.8982,1.9133,8606398.1,0.23
phi4_14b,prefill,1024,16,P5,10,1.9027,0.0016,1.9,1.9055,1.9025,1.9,1.9055,8610921.3,0.08
phi4_14b,prefill,1024,32,P0,10,2.6449,0.0064,2.6409,2.6616,2.6421,2.6409,2.6616,12389126.2,0.24
phi4_14b,prefill,1024,32,P1,10,3.7058,0.0045,3.7012,3.7155,3.7046,3.7012,3.7155,8842355.2,0.12
phi4_14b,prefill,1024,32,P5,10,3.8464,0.4421,3.6963,5.1045,3.7087,3.6963,5.1045,8519134.8,11.49
phi4_14b,prefill,2048,1,P0,10,0.3208,0.0032,0.318,0.3285,0.3201,0.318,0.3285,6384039.9,1.0
phi4_14b,prefill,2048,1,P1,10,0.5386,0.0099,0.5289,0.5549,0.5361,0.5289,0.5549,3802450.8,1.84
phi4_14b,prefill,2048,1,P5,10,0.5565,0.0588,0.5241,0.7222,0.5449,0.5241,0.7222,3680143.8,10.57
phi4_14b,prefill,2048,2,P0,10,0.6096,0.0023,0.6066,0.6131,0.6101,0.6066,0.6131,6719160.1,0.38
phi4_14b,prefill,2048,2,P1,10,0.8322,0.0077,0.8207,0.8413,0.8356,0.8207,0.8413,4921893.8,0.93
phi4_14b,prefill,2048,2,P5,10,0.8309,0.0112,0.8175,0.8505,0.8328,0.8175,0.8505,4929594.4,1.34
phi4_14b,prefill,2048,4,P0,10,1.1752,0.0047,1.1709,1.1827,1.1733,1.1709,1.1827,6970728.4,0.4
phi4_14b,prefill,2048,4,P1,10,1.4575,0.0072,1.4501,1.4712,1.4551,1.4501,1.4712,5620583.2,0.5
phi4_14b,prefill,2048,4,P5,10,1.4567,0.0059,1.4517,1.471,1.456,1.4517,1.471,5623669.9,0.41
phi4_14b,prefill,2048,8,P0,10,2.2635,0.005,2.2592,2.2735,2.2616,2.2592,2.2735,7238347.7,0.22
phi4_14b,prefill,2048,8,P1,10,2.7897,0.0045,2.7861,2.7986,2.7882,2.7861,2.7986,5873032.9,0.16
phi4_14b,prefill,2048,8,P5,10,2.7902,0.0021,2.7876,2.7939,2.7897,2.7876,2.7939,5871980.5,0.07
phi4_14b,prefill,2048,16,P0,10,4.4241,0.0065,4.4158,4.4362,4.4242,4.4158,4.4362,7406704.2,0.15
phi4_14b,prefill,2048,16,P1,10,5.4971,0.0095,5.4817,5.5112,5.498,5.4817,5.5112,5960961.2,0.17
phi4_14b,prefill,2048,16,P5,10,5.487,0.005,5.4824,5.4995,5.4861,5.4824,5.4995,5971933.7,0.09
phi4_14b,prefill,2048,32,P0,10,9.3315,0.3581,8.793,9.7679,9.3771,8.793,9.7679,7023093.8,3.84
phi4_14b,prefill,2048,32,P1,10,10.8759,0.0154,10.8491,10.8905,10.879,10.8491,10.8905,6025800.2,0.14
phi4_14b,prefill,2048,32,P5,10,10.9134,0.0473,10.8557,10.969,10.948,10.8557,10.969,6005094.7,0.43
phi4_14b,prefill,4096,1,P0,10,1.0832,0.0746,1.0548,1.2942,1.0576,1.0548,1.2942,3781388.5,6.89
phi4_14b,prefill,4096,1,P1,10,1.2804,0.0075,1.2708,1.2935,1.2827,1.2708,1.2935,3199000.3,0.59
phi4_14b,prefill,4096,1,P5,10,1.2715,0.0097,1.2621,1.2896,1.2692,1.2621,1.2896,3221392.1,0.76
phi4_14b,prefill,4096,2,P0,10,2.0589,0.0027,2.0553,2.0651,2.0587,2.0553,2.0651,3978823.6,0.13
phi4_14b,prefill,4096,2,P1,10,2.3537,0.0108,2.3366,2.3732,2.3542,2.3366,2.3732,3480477.5,0.46
phi4_14b,prefill,4096,2,P5,10,2.358,0.0063,2.3528,2.3695,2.3559,2.3528,2.3695,3474130.6,0.27
phi4_14b,prefill,4096,4,P0,10,4.0603,0.0653,4.0076,4.1505,4.024,4.0076,4.1505,4035169.8,1.61
phi4_14b,prefill,4096,4,P1,10,4.7191,0.043,4.6399,4.7664,4.7423,4.6399,4.7664,3471848.4,0.91
phi4_14b,prefill,4096,4,P5,10,4.5857,0.0246,4.572,4.6524,4.5778,4.572,4.6524,3572846.0,0.54
phi4_14b,prefill,4096,8,P0,10,8.2096,0.2137,7.9108,8.5007,8.3059,7.9108,8.5007,3991424.7,2.6
phi4_14b,prefill,4096,8,P1,10,9.3166,0.306,9.0428,9.8946,9.3501,9.0428,9.8946,3517162.9,3.28
phi4_14b,prefill,4096,8,P5,10,9.1835,0.0063,9.1779,9.196,9.1803,9.1779,9.196,3568138.5,0.07
phi4_14b,prefill,4096,16,P0,10,16.8339,0.2978,16.3595,17.2867,16.9172,16.3595,17.2867,3893096.7,1.77
phi4_14b,prefill,4096,16,P1,10,18.8927,0.1597,18.792,19.2639,18.7993,18.792,19.2639,3468853.0,0.85
phi4_14b,prefill,4096,16,P5,10,18.742,0.323,18.2989,19.1866,18.897,18.2989,19.1866,3496745.3,1.72
phi4_14b,prefill,4096,32,P0,10,33.6439,0.4056,33.1088,34.3337,33.5954,33.1088,34.3337,3895862.3,1.21
phi4_14b,prefill,4096,32,P1,10,38.2047,0.8428,37.5431,39.9151,37.8451,37.5431,39.9151,3430782.1,2.21
phi4_14b,prefill,4096,32,P5,10,37.385,0.5071,36.4892,38.0066,37.5015,36.4892,38.0066,3506005.1,1.36
phi4_14b,prefill,8192,1,P0,10,3.9219,0.0209,3.9116,3.9798,3.916,3.9116,3.9798,2088783.5,0.53
phi4_14b,prefill,8192,1,P1,10,4.2957,0.0194,4.2684,4.3235,4.3042,4.2684,4.3235,1907023.3,0.45
phi4_14b,prefill,8192,1,P5,10,4.2754,0.0072,4.2703,4.2927,4.2725,4.2703,4.2927,1916078.0,0.17
phi4_14b,prefill,8192,2,P0,10,7.7606,0.1266,7.5944,7.9942,7.7921,7.5944,7.9942,2111177.0,1.63
phi4_14b,prefill,8192,2,P1,10,8.4312,0.0915,8.3557,8.5819,8.3793,8.3557,8.5819,1943258.4,1.08
phi4_14b,prefill,8192,2,P5,10,8.6033,0.0396,8.5569,8.6614,8.6265,8.5569,8.6614,1904385.5,0.46
phi4_14b,prefill,8192,4,P0,10,16.0298,0.5584,15.1467,16.4705,16.3299,15.1467,16.4705,2044192.7,3.48
phi4_14b,prefill,8192,4,P1,10,17.6739,0.4846,17.0552,18.3403,17.7261,17.0552,18.3403,1854033.3,2.74
phi4_14b,prefill,8192,4,P5,10,17.5961,0.58,16.9212,18.3852,17.5628,16.9212,18.3852,1862230.8,3.3
phi4_14b,prefill,8192,8,P0,10,31.891,0.3205,31.3353,32.4055,31.9423,31.3353,32.4055,2054999.8,1.0
phi4_14b,prefill,8192,8,P1,10,34.8782,0.4556,34.1217,35.4624,35.0328,34.1217,35.4624,1878996.0,1.31
phi4_14b,prefill,8192,8,P5,10,33.5429,0.2368,33.2383,33.8929,33.562,33.2383,33.8929,1953796.5,0.71
phi4_14b,prefill,16384,1,P0,10,15.4472,0.1433,15.1076,15.5549,15.5152,15.1076,15.5549,1060645.3,0.93
phi4_14b,prefill,16384,1,P1,10,16.3606,0.2162,16.1165,16.6162,16.5248,16.1165,16.6162,1001430.3,1.32
phi4_14b,prefill,16384,1,P5,10,16.8687,0.2655,16.5291,17.1854,16.9946,16.5291,17.1854,971266.3,1.57
phi4_14b,prefill,16384,2,P0,10,31.4036,0.71,30.5171,32.5127,31.3379,30.5171,32.5127,1043447.2,2.26
phi4_14b,prefill,16384,2,P1,10,32.8291,0.6304,32.0201,33.7291,32.9412,32.0201,33.7291,998138.8,1.92
phi4_14b,prefill,16384,2,P5,10,32.4583,0.6574,31.7045,34.1228,32.3054,31.7045,34.1228,1009541.5,2.03
qwen3_8b,decode,512,1,P0,10,0.0518,0.0067,0.0482,0.07,0.0493,0.0482,0.07,19305.0,13.01
qwen3_8b,decode,512,1,P1,10,0.2765,0.0111,0.263,0.2949,0.2804,0.263,0.2949,3616.6,4.03
qwen3_8b,decode,512,1,P3,10,0.0514,0.0014,0.0497,0.0539,0.0507,0.0497,0.0539,19455.3,2.79
qwen3_8b,decode,512,1,P5,10,0.0503,0.0009,0.0494,0.0525,0.0503,0.0494,0.0525,19880.7,1.8
qwen3_8b,decode,512,2,P0,10,0.0524,0.0043,0.0491,0.0638,0.0505,0.0491,0.0638,38167.9,8.26
qwen3_8b,decode,512,2,P1,10,0.2775,0.0112,0.2623,0.2968,0.2784,0.2623,0.2968,7207.2,4.02
qwen3_8b,decode,512,2,P3,10,0.0516,0.0017,0.0498,0.0545,0.0513,0.0498,0.0545,38759.7,3.39
qwen3_8b,decode,512,2,P5,10,0.0497,0.0005,0.049,0.0505,0.0499,0.049,0.0505,40241.4,1.08
qwen3_8b,decode,512,4,P0,10,0.0761,0.0039,0.0732,0.0865,0.0749,0.0732,0.0865,52562.4,5.12
qwen3_8b,decode,512,4,P1,10,0.286,0.0092,0.2753,0.3005,0.2865,0.2753,0.3005,13986.0,3.23
qwen3_8b,decode,512,4,P3,10,0.0516,0.0044,0.0488,0.0638,0.0508,0.0488,0.0638,77519.4,8.59
qwen3_8b,decode,512,4,P5,10,0.0524,0.005,0.0498,0.0663,0.051,0.0498,0.0663,76335.9,9.46
qwen3_8b,decode,512,8,P0,10,0.1303,0.0052,0.127,0.1444,0.1289,0.127,0.1444,61396.8,3.98
qwen3_8b,decode,512,8,P1,10,0.3478,0.0101,0.3323,0.3649,0.3462,0.3323,0.3649,23001.7,2.91
qwen3_8b,decode,512,8,P3,10,0.0594,0.0051,0.0562,0.0736,0.0583,0.0562,0.0736,134680.1,8.58
qwen3_8b,decode,512,8,P5,10,0.0568,0.0033,0.0552,0.066,0.0555,0.0552,0.066,140845.1,5.84
qwen3_8b,decode,512,16,P0,10,0.233,0.0026,0.2305,0.2395,0.2327,0.2305,0.2395,68669.5,1.12
qwen3_8b,decode,512,16,P1,10,0.4723,0.0063,0.4657,0.4854,0.4721,0.4657,0.4854,33876.8,1.33
qwen3_8b,decode,512,16,P3,10,0.0841,0.0058,0.0796,0.0958,0.0817,0.0796,0.0958,190249.7,6.94
qwen3_8b,decode,512,16,P5,10,0.0829,0.0055,0.0798,0.0958,0.0809,0.0798,0.0958,193003.6,6.61
qwen3_8b,decode,512,32,P0,10,0.4399,0.0021,0.4368,0.4439,0.4395,0.4368,0.4439,72743.8,0.48
qwen3_8b,decode,512,32,P1,10,0.8917,0.004,0.8861,0.8976,0.892,0.8861,0.8976,35886.5,0.44
qwen3_8b,decode,512,32,P3,10,0.1323,0.0055,0.1282,0.1461,0.1312,0.1282,0.1461,241874.5,4.16
qwen3_8b,decode,512,32,P5,10,0.1306,0.0032,0.1281,0.1386,0.1292,0.1281,0.1386,245023.0,2.48
qwen3_8b,decode,512,64,P0,10,0.9038,0.1764,0.8435,1.4057,0.8469,0.8435,1.4057,70812.1,19.52
qwen3_8b,decode,512,64,P1,10,1.7192,0.004,1.7146,1.7289,1.7192,1.7146,1.7289,37226.6,0.23
qwen3_8b,decode,512,64,P3,10,0.2572,0.0025,0.2537,0.2615,0.2574,0.2537,0.2615,248833.6,0.97
qwen3_8b,decode,512,64,P5,10,0.2549,0.0017,0.2526,0.2581,0.2548,0.2526,0.2581,251078.9,0.65
qwen3_8b,decode,512,128,P0,10,1.6476,0.0041,1.6441,1.6586,1.6463,1.6441,1.6586,77688.8,0.25
qwen3_8b,decode,512,128,P1,10,3.349,0.0805,3.319,3.5779,3.3239,3.319,3.5779,38220.4,2.4
qwen3_8b,decode,512,128,P3,10,0.47,0.0031,0.4656,0.4766,0.47,0.4656,0.4766,272340.4,0.65
qwen3_8b,decode,512,128,P5,10,0.4699,0.0024,0.467,0.4744,0.47,0.467,0.4744,272398.4,0.5
qwen3_8b,decode,1024,1,P0,10,0.0542,0.0053,0.0508,0.0687,0.0524,0.0508,0.0687,18450.2,9.85
qwen3_8b,decode,1024,1,P1,10,0.278,0.0115,0.2627,0.2945,0.2799,0.2627,0.2945,3597.1,4.15
qwen3_8b,decode,1024,1,P3,10,0.072,0.0032,0.0697,0.0803,0.0709,0.0697,0.0803,13888.9,4.41
qwen3_8b,decode,1024,1,P5,10,0.0702,0.001,0.0694,0.0728,0.0699,0.0694,0.0728,14245.0,1.4
qwen3_8b,decode,1024,2,P0,10,0.0774,0.0059,0.0743,0.0936,0.0752,0.0743,0.0936,25839.8,7.66
qwen3_8b,decode,1024,2,P1,10,0.2881,0.0098,0.2748,0.3027,0.2891,0.2748,0.3027,6942.0,3.4
qwen3_8b,decode,1024,2,P3,10,0.0724,0.0025,0.0702,0.0784,0.0715,0.0702,0.0784,27624.3,3.49
qwen3_8b,decode,1024,2,P5,10,0.0705,0.0017,0.0693,0.0747,0.0699,0.0693,0.0747,28368.8,2.35
qwen3_8b,decode,1024,4,P0,10,0.1285,0.0019,0.126,0.1314,0.1287,0.126,0.1314,31128.4,1.5
qwen3_8b,decode,1024,4,P1,10,0.3432,0.0098,0.3307,0.3578,0.3436,0.3307,0.3578,11655.0,2.85
qwen3_8b,decode,1024,4,P3,10,0.0723,0.0024,0.07,0.0774,0.0716,0.07,0.0774,55325.0,3.25
qwen3_8b,decode,1024,4,P5,10,0.0712,0.0014,0.0698,0.074,0.0708,0.0698,0.074,56179.8,1.97
qwen3_8b,decode,1024,8,P0,10,0.229,0.0043,0.2258,0.2394,0.2279,0.2258,0.2394,34934.5,1.86
qwen3_8b,decode,1024,8,P1,10,0.4701,0.0071,0.4636,0.4844,0.4684,0.4636,0.4844,17017.7,1.51
qwen3_8b,decode,1024,8,P3,10,0.0812,0.0015,0.0793,0.0836,0.0815,0.0793,0.0836,98522.2,1.84
qwen3_8b,decode,1024,8,P5,10,0.0851,0.0157,0.0791,0.1296,0.0799,0.0791,0.1296,94007.1,18.44
qwen3_8b,decode,1024,16,P0,10,0.4255,0.002,0.4229,0.4297,0.4256,0.4229,0.4297,37602.8,0.46
qwen3_8b,decode,1024,16,P1,10,0.8754,0.0059,0.8677,0.8857,0.8752,0.8677,0.8857,18277.4,0.67
qwen3_8b,decode,1024,16,P3,10,0.1296,0.0039,0.1257,0.1391,0.1292,0.1257,0.1391,123456.8,2.98
qwen3_8b,decode,1024,16,P5,10,0.1283,0.0035,0.1258,0.1375,0.127,0.1258,0.1375,124707.7,2.72
qwen3_8b,decode,1024,32,P0,10,0.8195,0.0044,0.8142,0.8276,0.8185,0.8142,0.8276,39048.2,0.53
qwen3_8b,decode,1024,32,P1,10,1.6888,0.0049,1.6835,1.6987,1.6889,1.6835,1.6987,18948.4,0.29
qwen3_8b,decode,1024,32,P3,10,0.2552,0.0049,0.2515,0.2674,0.2528,0.2515,0.2674,125391.8,1.92
qwen3_8b,decode,1024,32,P5,10,0.2521,0.0041,0.2493,0.2629,0.2509,0.2493,0.2629,126933.8,1.64
qwen3_8b,decode,1024,64,P0,10,1.5988,0.003,1.5953,1.6061,1.5978,1.5953,1.6061,40030.0,0.19
qwen3_8b,decode,1024,64,P1,10,3.2729,0.0029,3.2702,3.2799,3.2723,3.2702,3.2799,19554.5,0.09
qwen3_8b,decode,1024,64,P3,10,0.4677,0.0041,0.4631,0.478,0.467,0.4631,0.478,136839.9,0.88
qwen3_8b,decode,1024,64,P5,10,0.4654,0.0022,0.4629,0.4709,0.4652,0.4629,0.4709,137516.1,0.47
qwen3_8b,decode,1024,128,P0,10,3.1582,0.0068,3.1522,3.1764,3.1574,3.1522,3.1764,40529.4,0.22
qwen3_8b,decode,1024,128,P1,10,6.4174,0.0052,6.4129,6.4309,6.4171,6.4129,6.4309,19945.8,0.08
qwen3_8b,decode,1024,128,P3,10,0.893,0.0042,0.8889,0.9011,0.8926,0.8889,0.9011,143337.1,0.47
qwen3_8b,decode,1024,128,P5,10,0.8932,0.0036,0.8892,0.9014,0.8926,0.8892,0.9014,143305.0,0.4
qwen3_8b,decode,2048,1,P0,10,0.077,0.004,0.075,0.0881,0.0758,0.075,0.0881,12987.0,5.15
qwen3_8b,decode,2048,1,P1,10,0.2874,0.0105,0.274,0.3042,0.2928,0.274,0.3042,3479.5,3.66
qwen3_8b,decode,2048,1,P3,10,0.1121,0.0023,0.1099,0.1168,0.1122,0.1099,0.1168,8920.6,2.04
qwen3_8b,decode,2048,1,P5,10,0.1103,0.0019,0.1088,0.115,0.1097,0.1088,0.115,9066.2,1.72
qwen3_8b,decode,2048,2,P0,10,0.1275,0.0017,0.1255,0.1311,0.1276,0.1255,0.1311,15686.3,1.33
qwen3_8b,decode,2048,2,P1,10,0.3416,0.0099,0.3312,0.3587,0.3406,0.3312,0.3587,5854.8,2.9
qwen3_8b,decode,2048,2,P3,10,0.1128,0.0039,0.1098,0.1216,0.1116,0.1098,0.1216,17730.5,3.42
qwen3_8b,decode,2048,2,P5,10,0.1102,0.0013,0.1089,0.1134,0.1099,0.1089,0.1134,18148.8,1.22
qwen3_8b,decode,2048,4,P0,10,0.2244,0.0024,0.2215,0.2283,0.2244,0.2215,0.2283,17825.3,1.06
qwen3_8b,decode,2048,4,P1,10,0.4647,0.0061,0.4561,0.4743,0.4661,0.4561,0.4743,8607.7,1.31
qwen3_8b,decode,2048,4,P3,10,0.1119,0.0021,0.1099,0.117,0.1115,0.1099,0.117,35746.2,1.89
qwen3_8b,decode,2048,4,P5,10,0.112,0.0041,0.1096,0.1233,0.1107,0.1096,0.1233,35714.3,3.68
qwen3_8b,decode,2048,8,P0,10,0.4214,0.0033,0.4169,0.4269,0.421,0.4169,0.4269,18984.3,0.79
qwen3_8b,decode,2048,8,P1,10,0.8713,0.0048,0.8656,0.8789,0.8706,0.8656,0.8789,9181.7,0.55
qwen3_8b,decode,2048,8,P3,10,0.1284,0.0017,0.1263,0.1322,0.128,0.1263,0.1322,62305.3,1.34
qwen3_8b,decode,2048,8,P5,10,0.1281,0.0026,0.1254,0.1341,0.1286,0.1254,0.1341,62451.2,2.06
qwen3_8b,decode,2048,16,P0,10,0.8132,0.0046,0.8088,0.823,0.8108,0.8088,0.823,19675.4,0.57
qwen3_8b,decode,2048,16,P1,10,1.6835,0.0028,1.6803,1.6885,1.685,1.6803,1.6885,9504.0,0.17
qwen3_8b,decode,2048,16,P3,10,0.2584,0.006,0.2535,0.2738,0.2573,0.2535,0.2738,61919.5,2.32
qwen3_8b,decode,2048,16,P5,10,0.256,0.0037,0.2517,0.2627,0.2552,0.2517,0.2627,62500.0,1.44
qwen3_8b,decode,2048,32,P0,10,1.576,0.0036,1.5729,1.5858,1.5753,1.5729,1.5858,20304.6,0.23
qwen3_8b,decode,2048,32,P1,10,3.2539,0.0049,3.2489,3.2661,3.2532,3.2489,3.2661,9834.4,0.15
qwen3_8b,decode,2048,32,P3,10,0.4704,0.0045,0.4655,0.4802,0.4693,0.4655,0.4802,68027.2,0.96
qwen3_8b,decode,2048,32,P5,10,0.4684,0.0036,0.4638,0.4748,0.4676,0.4638,0.4748,68317.7,0.78
qwen3_8b,decode,2048,64,P0,10,3.116,0.0054,3.1124,3.1305,3.1149,3.1124,3.1305,20539.2,0.17
qwen3_8b,decode,2048,64,P1,10,6.3719,0.0035,6.3664,6.3781,6.3736,6.3664,6.3781,10044.1,0.06
qwen3_8b,decode,2048,64,P3,10,0.893,0.003,0.8884,0.8974,0.8926,0.8884,0.8974,71668.5,0.33
qwen3_8b,decode,2048,64,P5,10,0.8909,0.0019,0.887,0.8939,0.8914,0.887,0.8939,71837.5,0.22
qwen3_8b,decode,2048,128,P0,10,6.2045,0.0109,6.1934,6.2234,6.2016,6.1934,6.2234,20630.2,0.18
qwen3_8b,decode,2048,128,P1,10,12.6644,0.0098,12.6544,12.6881,12.6618,12.6544,12.6881,10107.1,0.08
qwen3_8b,decode,2048,128,P3,10,1.7375,0.0056,1.7311,1.7503,1.7364,1.7311,1.7503,73669.1,0.32
qwen3_8b,decode,2048,128,P5,10,1.7345,0.0056,1.7281,1.7437,1.7339,1.7281,1.7437,73796.5,0.32
qwen3_8b,decode,4096,1,P0,10,0.1268,0.0021,0.1244,0.1319,0.1264,0.1244,0.1319,7886.4,1.68
qwen3_8b,decode,4096,1,P1,10,0.3412,0.0064,0.3295,0.3507,0.3406,0.3295,0.3507,2930.8,1.87
qwen3_8b,decode,4096,1,P3,10,0.1946,0.0069,0.1887,0.2094,0.1911,0.1887,0.2094,5138.7,3.56
