config,mode,T_kv,B,pipeline,n_runs,mean_ms,std_ms,min_ms,max_ms,median_ms,p5_ms,p95_ms,mean_tps,cv_pct
mistral_7b,decode,1024,16,P3,10,0.1303,0.0043,0.1259,0.1392,0.1292,0.1259,0.1392,122793.6,3.3
mistral_7b,decode,1024,16,P5,10,0.1275,0.0017,0.1257,0.1312,0.1273,0.1257,0.1312,125490.2,1.3
mistral_7b,decode,1024,32,P0,10,0.8202,0.0042,0.8151,0.8297,0.8189,0.8151,0.8297,39014.9,0.51
mistral_7b,decode,1024,32,P1,10,1.6896,0.0033,1.685,1.6957,1.6902,1.685,1.6957,18939.4,0.2
mistral_7b,decode,1024,32,P3,10,0.254,0.0026,0.2506,0.258,0.2546,0.2506,0.258,125984.3,1.04
mistral_7b,decode,1024,32,P5,10,0.254,0.0037,0.2494,0.2627,0.2538,0.2494,0.2627,125984.3,1.46
mistral_7b,decode,1024,64,P0,10,1.5983,0.0037,1.5955,1.6081,1.5972,1.5955,1.6081,40042.5,0.23
mistral_7b,decode,1024,64,P1,10,3.2746,0.0029,3.2716,3.282,3.274,3.2716,3.282,19544.4,0.09
mistral_7b,decode,1024,64,P3,10,0.4689,0.0033,0.4653,0.4752,0.4689,0.4653,0.4752,136489.7,0.7
mistral_7b,decode,1024,64,P5,10,0.4672,0.0042,0.4632,0.4777,0.4677,0.4632,0.4777,136986.3,0.9
mistral_7b,decode,1024,128,P0,10,3.1623,0.0054,3.1556,3.1744,3.1623,3.1556,3.1744,40476.9,0.17
mistral_7b,decode,1024,128,P1,10,6.4168,0.0052,6.4107,6.4269,6.4157,6.4107,6.4269,19947.6,0.08
mistral_7b,decode,1024,128,P3,10,0.8926,0.006,0.8878,0.9078,0.8906,0.8878,0.9078,143401.3,0.67
mistral_7b,decode,1024,128,P5,10,0.8893,0.0032,0.8847,0.8952,0.8894,0.8847,0.8952,143933.4,0.35
mistral_7b,decode,2048,1,P0,10,0.0752,0.0011,0.0741,0.0778,0.075,0.0741,0.0778,13297.9,1.44
mistral_7b,decode,2048,1,P1,10,0.2897,0.0149,0.2769,0.3177,0.2854,0.2769,0.3177,3451.8,5.15
mistral_7b,decode,2048,1,P3,10,0.1122,0.002,0.1099,0.1155,0.1117,0.1099,0.1155,8912.7,1.76
mistral_7b,decode,2048,1,P5,10,0.1106,0.0017,0.1087,0.1146,0.1106,0.1087,0.1146,9041.6,1.55
mistral_7b,decode,2048,2,P0,10,0.1264,0.0016,0.125,0.1295,0.1259,0.125,0.1295,15822.8,1.24
mistral_7b,decode,2048,2,P1,10,0.3445,0.0132,0.3308,0.3663,0.345,0.3308,0.3663,5805.5,3.83
mistral_7b,decode,2048,2,P3,10,0.1158,0.0081,0.1104,0.1341,0.1113,0.1104,0.1341,17271.2,7.01
mistral_7b,decode,2048,2,P5,10,0.1112,0.0017,0.1097,0.1143,0.1107,0.1097,0.1143,17985.6,1.53
mistral_7b,decode,2048,4,P0,10,0.2231,0.0023,0.2203,0.226,0.223,0.2203,0.226,17929.2,1.03
mistral_7b,decode,2048,4,P1,10,0.4654,0.0108,0.4546,0.4826,0.4659,0.4546,0.4826,8594.8,2.33
mistral_7b,decode,2048,4,P3,10,0.1122,0.0025,0.1093,0.1163,0.1115,0.1093,0.1163,35650.6,2.19
mistral_7b,decode,2048,4,P5,10,0.1126,0.0058,0.1092,0.1284,0.1105,0.1092,0.1284,35524.0,5.18
mistral_7b,decode,2048,8,P0,10,0.4179,0.0028,0.4153,0.4242,0.4168,0.4153,0.4242,19143.3,0.66
mistral_7b,decode,2048,8,P1,10,0.8676,0.0055,0.8594,0.8794,0.8679,0.8594,0.8794,9220.8,0.64
mistral_7b,decode,2048,8,P3,10,0.1295,0.0043,0.1252,0.1381,0.1285,0.1252,0.1381,61776.1,3.31
mistral_7b,decode,2048,8,P5,10,0.1277,0.0031,0.1253,0.1355,0.1269,0.1253,0.1355,62646.8,2.42
mistral_7b,decode,2048,16,P0,10,0.8065,0.0033,0.802,0.8141,0.8057,0.802,0.8141,19838.8,0.41
mistral_7b,decode,2048,16,P1,10,1.6751,0.0028,1.6724,1.6802,1.675,1.6724,1.6802,9551.7,0.17
mistral_7b,decode,2048,16,P3,10,0.2568,0.006,0.2482,0.269,0.2562,0.2482,0.269,62305.3,2.34
mistral_7b,decode,2048,16,P5,10,0.2549,0.0047,0.2505,0.263,0.2524,0.2505,0.263,62769.7,1.84
mistral_7b,decode,2048,32,P0,10,1.5762,0.0039,1.5736,1.5868,1.575,1.5736,1.5868,20302.0,0.25
mistral_7b,decode,2048,32,P1,10,3.2502,0.0025,3.2474,3.2561,3.25,3.2474,3.2561,9845.5,0.08
mistral_7b,decode,2048,32,P3,10,0.4684,0.0032,0.4654,0.4759,0.4677,0.4654,0.4759,68317.7,0.68
mistral_7b,decode,2048,32,P5,10,0.4658,0.0022,0.463,0.4708,0.4658,0.463,0.4708,68699.0,0.47
mistral_7b,decode,2048,64,P0,10,3.1186,0.0065,3.1134,3.1329,3.1171,3.1134,3.1329,20522.0,0.21
mistral_7b,decode,2048,64,P1,10,6.3819,0.0114,6.3717,6.4036,6.3781,6.3717,6.4036,10028.4,0.18
mistral_7b,decode,2048,64,P3,10,0.9012,0.0042,0.896,0.9073,0.9008,0.896,0.9073,71016.4,0.46
mistral_7b,decode,2048,64,P5,10,0.898,0.0024,0.8948,0.9012,0.8984,0.8948,0.9012,71269.5,0.26
mistral_7b,decode,2048,128,P0,10,6.221,0.0097,6.2146,6.2442,6.2178,6.2146,6.2442,20575.5,0.16
mistral_7b,decode,2048,128,P1,10,12.66,0.0111,12.6517,12.6906,12.658,12.6517,12.6906,10110.6,0.09
mistral_7b,decode,2048,128,P3,10,1.7336,0.0038,1.7294,1.7403,1.734,1.7294,1.7403,73834.8,0.22
mistral_7b,decode,2048,128,P5,10,1.7353,0.0045,1.7296,1.7418,1.7365,1.7296,1.7418,73762.5,0.26
mistral_7b,decode,4096,1,P0,10,0.1267,0.0017,0.1238,0.1295,0.1267,0.1238,0.1295,7892.7,1.32
mistral_7b,decode,4096,1,P1,10,0.3445,0.0115,0.3299,0.3655,0.3433,0.3299,0.3655,2902.8,3.34
mistral_7b,decode,4096,1,P3,10,0.1932,0.0043,0.1894,0.2024,0.1914,0.1894,0.2024,5176.0,2.23
mistral_7b,decode,4096,1,P5,10,0.1917,0.0029,0.1887,0.1981,0.1916,0.1887,0.1981,5216.5,1.54
mistral_7b,decode,4096,2,P0,10,0.2211,0.0047,0.2167,0.2323,0.2211,0.2167,0.2323,9045.7,2.11
mistral_7b,decode,4096,2,P1,10,0.4605,0.011,0.4479,0.4777,0.4605,0.4479,0.4777,4343.1,2.39
mistral_7b,decode,4096,2,P3,10,0.1944,0.0082,0.1881,0.2109,0.1907,0.1881,0.2109,10288.1,4.23
mistral_7b,decode,4096,2,P5,10,0.1919,0.0033,0.1886,0.1973,0.1902,0.1886,0.1973,10422.1,1.71
mistral_7b,decode,4096,4,P0,10,0.4014,0.003,0.3978,0.4061,0.4001,0.3978,0.4061,9965.1,0.76
mistral_7b,decode,4096,4,P1,10,0.8496,0.0038,0.8439,0.8553,0.8511,0.8439,0.8553,4708.1,0.45
mistral_7b,decode,4096,4,P3,10,0.1929,0.0032,0.1901,0.2011,0.1924,0.1901,0.2011,20736.1,1.64
mistral_7b,decode,4096,4,P5,10,0.1906,0.0027,0.1886,0.1961,0.1897,0.1886,0.1961,20986.4,1.39
mistral_7b,decode,4096,8,P0,10,0.7849,0.0034,0.7798,0.7905,0.7844,0.7798,0.7905,10192.4,0.44
mistral_7b,decode,4096,8,P1,10,1.6574,0.0051,1.6506,1.6639,1.6561,1.6506,1.6639,4826.8,0.31
mistral_7b,decode,4096,8,P3,10,0.2571,0.0032,0.2534,0.2625,0.2564,0.2534,0.2625,31116.3,1.25
mistral_7b,decode,4096,8,P5,10,0.2569,0.0068,0.2508,0.2729,0.2554,0.2508,0.2729,31140.5,2.66
mistral_7b,decode,4096,16,P0,10,1.5269,0.0039,1.5235,1.5369,1.527,1.5235,1.5369,10478.7,0.26
mistral_7b,decode,4096,16,P1,10,3.2032,0.0042,3.1977,3.2122,3.2023,3.1977,3.2122,4995.0,0.13
mistral_7b,decode,4096,16,P3,10,0.4765,0.0052,0.469,0.484,0.4763,0.469,0.484,33578.2,1.09
mistral_7b,decode,4096,16,P5,10,0.472,0.0039,0.4679,0.4807,0.4731,0.4679,0.4807,33898.3,0.83
mistral_7b,decode,4096,32,P0,10,3.0168,0.0083,3.0112,3.0376,3.0135,3.0112,3.0376,10607.3,0.28
mistral_7b,decode,4096,32,P1,10,6.2715,0.0086,6.2667,6.2957,6.2685,6.2667,6.2957,5102.4,0.14
mistral_7b,decode,4096,32,P3,10,0.9036,0.0055,0.8955,0.9111,0.9036,0.8955,0.9111,35413.9,0.61
mistral_7b,decode,4096,32,P5,10,0.8999,0.0034,0.8953,0.908,0.8999,0.8953,0.908,35559.5,0.38
mistral_7b,decode,4096,64,P0,10,6.0138,0.0135,5.9971,6.0353,6.0176,5.9971,6.0353,10642.2,0.23
mistral_7b,decode,4096,64,P1,10,12.4597,0.009,12.4508,12.4835,12.458,12.4508,12.4835,5136.6,0.07
mistral_7b,decode,4096,64,P3,10,1.7529,0.0058,1.7466,1.7652,1.7515,1.7466,1.7652,36510.9,0.33
mistral_7b,decode,4096,64,P5,10,1.7511,0.0045,1.7441,1.7594,1.7523,1.7441,1.7594,36548.5,0.26
mistral_7b,decode,4096,128,P0,10,12.013,0.0155,12.0022,12.0542,12.0087,12.0022,12.0542,10655.1,0.13
mistral_7b,decode,4096,128,P1,10,24.7915,0.0127,24.7825,24.8264,24.7902,24.7825,24.8264,5163.1,0.05
mistral_7b,decode,4096,128,P3,10,3.4146,0.0101,3.4073,3.4399,3.4114,3.4073,3.4399,37486.1,0.29
mistral_7b,decode,4096,128,P5,10,3.4141,0.0073,3.4052,3.4266,3.4123,3.4052,3.4266,37491.6,0.21
mistral_7b,decode,8192,1,P0,10,0.222,0.0025,0.2191,0.2264,0.222,0.2191,0.2264,4504.5,1.12
mistral_7b,decode,8192,1,P1,10,0.4609,0.0079,0.4531,0.4786,0.4613,0.4531,0.4786,2169.7,1.71
mistral_7b,decode,8192,1,P3,10,0.3492,0.003,0.3457,0.3554,0.3497,0.3457,0.3554,2863.7,0.87
mistral_7b,decode,8192,1,P5,10,0.3493,0.0029,0.3452,0.3543,0.3503,0.3452,0.3543,2862.9,0.83
mistral_7b,decode,8192,2,P0,10,0.4008,0.0022,0.3976,0.4055,0.4004,0.3976,0.4055,4990.0,0.56
mistral_7b,decode,8192,2,P1,10,0.8493,0.0043,0.843,0.8583,0.8486,0.843,0.8583,2354.9,0.51
mistral_7b,decode,8192,2,P3,10,0.3497,0.0031,0.3466,0.3572,0.3487,0.3466,0.3572,5719.2,0.89
mistral_7b,decode,8192,2,P5,10,0.3508,0.0048,0.3473,0.3629,0.3496,0.3473,0.3629,5701.3,1.37
mistral_7b,decode,8192,4,P0,10,0.7675,0.0097,0.7591,0.7927,0.7656,0.7591,0.7927,5211.7,1.26
mistral_7b,decode,8192,4,P1,10,1.6364,0.0039,1.6335,1.6456,1.6351,1.6335,1.6456,2444.4,0.24
mistral_7b,decode,8192,4,P3,10,0.417,0.0066,0.4113,0.4302,0.415,0.4113,0.4302,9592.3,1.58
mistral_7b,decode,8192,4,P5,10,0.4134,0.002,0.4114,0.4173,0.4135,0.4114,0.4173,9675.9,0.48
mistral_7b,decode,8192,8,P0,10,1.5273,0.0031,1.5248,1.5352,1.5266,1.5248,1.5352,5238.0,0.21
mistral_7b,decode,8192,8,P1,10,3.2058,0.0053,3.2008,3.2178,3.2051,3.2008,3.2178,2495.5,0.17
mistral_7b,decode,8192,8,P3,10,0.4781,0.0046,0.4722,0.4855,0.4789,0.4722,0.4855,16732.9,0.96
mistral_7b,decode,8192,8,P5,10,0.4757,0.0034,0.4688,0.4811,0.4762,0.4688,0.4811,16817.3,0.72
mistral_7b,decode,8192,16,P0,10,3.0053,0.0067,2.9983,3.0225,3.0044,2.9983,3.0225,5323.9,0.22
mistral_7b,decode,8192,16,P1,10,6.2564,0.0047,6.2526,6.2695,6.2549,6.2526,6.2695,2557.4,0.08
mistral_7b,decode,8192,16,P3,10,0.9282,0.0621,0.9031,1.1046,0.9081,0.9031,1.1046,17237.7,6.69
mistral_7b,decode,8192,16,P5,10,0.9092,0.0074,0.9028,0.9288,0.9078,0.9028,0.9288,17597.9,0.81
mistral_7b,decode,8192,32,P0,10,5.9884,0.0138,5.9744,6.017,5.9826,5.9744,6.017,5343.7,0.23
mistral_7b,decode,8192,32,P1,10,12.4444,0.0065,12.4362,12.4601,12.445,12.4362,12.4601,2571.4,0.05
mistral_7b,decode,8192,32,P3,10,1.8033,0.0778,1.7714,2.0239,1.7812,1.7714,2.0239,17745.2,4.31
mistral_7b,decode,8192,32,P5,10,1.7807,0.0066,1.7723,1.7925,1.7832,1.7723,1.7925,17970.5,0.37
mistral_7b,decode,8192,64,P0,10,11.9768,0.0186,11.9653,12.0283,11.974,11.9653,12.0283,5343.7,0.16
mistral_7b,decode,8192,64,P1,10,24.752,0.0125,24.7428,24.7853,24.7468,24.7428,24.7853,2585.6,0.05
mistral_7b,decode,8192,64,P3,10,3.4845,0.0148,3.46,3.5065,3.4856,3.46,3.5065,18367.1,0.42
mistral_7b,decode,8192,64,P5,10,3.4779,0.0081,3.4688,3.4914,3.4787,3.4688,3.4914,18401.9,0.23
mistral_7b,decode,8192,128,P0,10,23.935,0.0201,23.9204,23.9895,23.9295,23.9204,23.9895,5347.8,0.08
mistral_7b,decode,8192,128,P1,10,49.402,0.0105,49.3855,49.4255,49.3997,49.3855,49.4255,2591.0,0.02
mistral_7b,decode,8192,128,P3,10,6.7869,0.0179,6.7587,6.8263,6.7885,6.7587,6.8263,18859.9,0.26
mistral_7b,decode,8192,128,P5,10,6.7963,0.0313,6.7554,6.8517,6.802,6.7554,6.8517,18833.8,0.46
mistral_7b,decode,16384,1,P0,10,0.4264,0.0062,0.4209,0.443,0.4249,0.4209,0.443,2345.2,1.46
mistral_7b,decode,16384,1,P1,10,0.8908,0.0269,0.8467,0.9183,0.9052,0.8467,0.9183,1122.6,3.02
mistral_7b,decode,16384,1,P3,10,0.6673,0.0045,0.6622,0.6748,0.6667,0.6622,0.6748,1498.6,0.67
mistral_7b,decode,16384,1,P5,10,0.6646,0.0031,0.66,0.6698,0.6655,0.66,0.6698,1504.7,0.47
mistral_7b,decode,16384,2,P0,10,0.7684,0.0034,0.7637,0.7755,0.7676,0.7637,0.7755,2602.8,0.45
mistral_7b,decode,16384,2,P1,10,1.6406,0.0037,1.6367,1.6475,1.6404,1.6367,1.6475,1219.1,0.23
mistral_7b,decode,16384,2,P3,10,0.7998,0.0032,0.7969,0.8078,0.7991,0.7969,0.8078,2500.6,0.4
mistral_7b,decode,16384,2,P5,10,0.7985,0.0022,0.7943,0.802,0.7991,0.7943,0.802,2504.7,0.28
mistral_7b,decode,16384,4,P0,10,1.4898,0.0037,1.4866,1.4995,1.4895,1.4866,1.4995,2684.9,0.25
mistral_7b,decode,16384,4,P1,10,3.1721,0.0035,3.167,3.1791,3.1719,3.167,3.1791,1261.0,0.11
mistral_7b,decode,16384,4,P3,10,0.808,0.0067,0.8041,0.8259,0.8063,0.8041,0.8259,4950.5,0.83
mistral_7b,decode,16384,4,P5,10,0.8064,0.0038,0.8019,0.8146,0.8072,0.8019,0.8146,4960.3,0.48
mistral_7b,decode,16384,8,P0,10,3.0128,0.0069,3.0077,3.0312,3.0112,3.0077,3.0312,2655.3,0.23
mistral_7b,decode,16384,8,P1,10,6.2645,0.0059,6.2609,6.2768,6.2622,6.2609,6.2768,1277.0,0.09
mistral_7b,decode,16384,8,P3,10,0.9127,0.0046,0.9064,0.9211,0.9134,0.9064,0.9211,8765.2,0.5
mistral_7b,decode,16384,8,P5,10,0.9108,0.0057,0.9024,0.9194,0.911,0.9024,0.9194,8783.5,0.62
mistral_7b,decode,16384,16,P0,10,6.0047,0.0116,5.9947,6.0239,5.9987,5.9947,6.0239,2664.6,0.19
mistral_7b,decode,16384,16,P1,10,12.4559,0.0085,12.4474,12.4759,12.4555,12.4474,12.4759,1284.5,0.07
mistral_7b,decode,16384,16,P3,10,1.777,0.0076,1.7683,1.7897,1.7759,1.7683,1.7897,9003.9,0.43
mistral_7b,decode,16384,16,P5,10,1.7756,0.0059,1.7687,1.7879,1.7731,1.7687,1.7879,9011.0,0.33
mistral_7b,decode,16384,32,P0,10,12.0176,0.0177,12.0018,12.065,12.0164,12.0018,12.065,2662.8,0.15
mistral_7b,decode,16384,32,P1,10,24.7993,0.0169,24.7823,24.8435,24.799,24.7823,24.8435,1290.4,0.07
mistral_7b,decode,16384,32,P3,10,3.5096,0.0087,3.4966,3.5228,3.5116,3.4966,3.5228,9117.8,0.25
mistral_7b,decode,16384,32,P5,10,3.5107,0.0065,3.4988,3.5189,3.5109,3.4988,3.5189,9115.0,0.19
mistral_7b,decode,16384,64,P0,10,24.0201,0.0234,24.0045,24.0844,24.0122,24.0045,24.0844,2664.4,0.1
mistral_7b,decode,16384,64,P1,10,49.4778,0.0175,49.4622,49.5224,49.4789,49.4622,49.5224,1293.5,0.04
mistral_7b,decode,16384,64,P3,10,6.9045,0.0178,6.8713,6.9253,6.9066,6.8713,6.9253,9269.3,0.26
mistral_7b,decode,16384,64,P5,10,6.8955,0.0233,6.8546,6.9379,6.8994,6.8546,6.9379,9281.4,0.34
mistral_7b,decode,16384,128,P0,10,48.4783,0.3736,47.9992,49.0537,48.3904,47.9992,49.0537,2640.4,0.77
mistral_7b,decode,16384,128,P1,10,98.9706,0.2325,98.8062,99.3566,98.836,98.8062,99.3566,1293.3,0.23
mistral_7b,decode,16384,128,P3,10,13.7979,0.0444,13.7273,13.8755,13.8128,13.7273,13.8755,9276.8,0.32
mistral_7b,decode,16384,128,P5,10,13.7502,0.0264,13.7043,13.7873,13.7575,13.7043,13.7873,9309.0,0.19
mistral_7b,decode,32768,1,P0,10,0.8205,0.0032,0.8159,0.8286,0.8197,0.8159,0.8286,1218.8,0.4
mistral_7b,decode,32768,1,P1,10,1.753,0.0055,1.7466,1.7673,1.7524,1.7466,1.7673,570.5,0.31
mistral_7b,decode,32768,1,P3,10,1.5997,0.0065,1.5927,1.6149,1.599,1.5927,1.6149,625.1,0.41
mistral_7b,decode,32768,1,P5,10,1.5964,0.0072,1.5793,1.6081,1.5977,1.5793,1.6081,626.4,0.45
mistral_7b,decode,32768,2,P0,10,1.5089,0.0029,1.5049,1.5141,1.5097,1.5049,1.5141,1325.5,0.19
mistral_7b,decode,32768,2,P1,10,3.1911,0.0047,3.1852,3.2001,3.1901,3.1852,3.2001,626.7,0.15
mistral_7b,decode,32768,2,P3,10,1.5691,0.0091,1.5626,1.5933,1.5661,1.5626,1.5933,1274.6,0.58
mistral_7b,decode,32768,2,P5,10,1.5671,0.0019,1.5641,1.5705,1.5671,1.5641,1.5705,1276.2,0.12
mistral_7b,decode,32768,4,P0,10,2.9654,0.0047,2.9615,2.9758,2.9636,2.9615,2.9758,1348.9,0.16
mistral_7b,decode,32768,4,P1,10,6.2331,0.0075,6.2174,6.2457,6.2337,6.2174,6.2457,641.7,0.12
mistral_7b,decode,32768,4,P3,10,1.5659,0.0044,1.5613,1.5737,1.5649,1.5613,1.5737,2554.4,0.28
mistral_7b,decode,32768,4,P5,10,1.568,0.0079,1.5615,1.5859,1.5655,1.5615,1.5859,2551.0,0.5
mistral_7b,decode,32768,8,P0,10,6.0995,0.1513,6.0407,6.5288,6.0494,6.0407,6.5288,1311.6,2.48
mistral_7b,decode,32768,8,P1,10,12.5069,0.0083,12.5006,12.5294,12.5047,12.5006,12.5294,639.6,0.07
mistral_7b,decode,32768,8,P3,10,1.7969,0.0039,1.7909,1.8024,1.7978,1.7909,1.8024,4452.1,0.22
mistral_7b,decode,32768,8,P5,10,1.7935,0.0054,1.7856,1.8004,1.7955,1.7856,1.8004,4460.6,0.3
mistral_7b,decode,32768,16,P0,10,12.1312,0.0254,12.1143,12.202,12.1255,12.1143,12.202,1318.9,0.21
mistral_7b,decode,32768,16,P1,10,24.9108,0.0133,24.8946,24.9426,24.9075,24.8946,24.9426,642.3,0.05
mistral_7b,decode,32768,16,P3,10,3.517,0.0097,3.5039,3.5328,3.5162,3.5039,3.5328,4549.3,0.28
mistral_7b,decode,32768,16,P5,10,3.5202,0.013,3.5049,3.5495,3.518,3.5049,3.5495,4545.2,0.37
mistral_7b,decode,32768,32,P0,10,24.2743,0.032,24.2461,24.3489,24.2624,24.2461,24.3489,1318.3,0.13
mistral_7b,decode,32768,32,P1,10,49.7852,0.2002,49.7035,50.3542,49.7274,49.7035,50.3542,642.8,0.4
mistral_7b,decode,32768,32,P3,10,6.9404,0.0415,6.9111,7.0555,6.9303,6.9111,7.0555,4610.7,0.6
mistral_7b,decode,32768,32,P5,10,6.9356,0.0141,6.9154,6.9664,6.9353,6.9154,6.9664,4613.9,0.2
mistral_7b,decode,32768,64,P0,10,48.7545,0.3376,48.3329,49.4369,48.6374,48.3329,49.4369,1312.7,0.69
mistral_7b,decode,32768,64,P1,10,99.274,0.0139,99.2519,99.2935,99.2797,99.2519,99.2935,644.7,0.01
mistral_7b,decode,32768,64,P3,10,13.8327,0.0397,13.7594,13.9002,13.8311,13.7594,13.9002,4626.7,0.29
mistral_7b,decode,32768,64,P5,10,13.813,0.0437,13.7372,13.8678,13.8302,13.7372,13.8678,4633.3,0.32
mistral_7b,decode,65536,1,P0,10,1.6518,0.0049,1.648,1.6636,1.6516,1.648,1.6636,605.4,0.3
mistral_7b,decode,65536,1,P1,10,3.466,0.0034,3.4605,3.4701,3.4667,3.4605,3.4701,288.5,0.1
mistral_7b,decode,65536,1,P3,10,3.1028,0.0076,3.0948,3.114,3.1001,3.0948,3.114,322.3,0.25
mistral_7b,decode,65536,1,P5,10,3.0752,0.0066,3.0694,3.0905,3.0742,3.0694,3.0905,325.2,0.21
mistral_7b,decode,65536,2,P0,10,3.0286,0.0059,3.0224,3.0405,3.0271,3.0224,3.0405,660.4,0.2
mistral_7b,decode,65536,2,P1,10,6.2892,0.0066,6.284,6.3053,6.2871,6.284,6.3053,318.0,0.1
mistral_7b,decode,65536,2,P3,10,3.0792,0.0057,3.0706,3.0886,3.0798,3.0706,3.0886,649.5,0.18
mistral_7b,decode,65536,2,P5,10,3.0784,0.0041,3.0738,3.0851,3.0773,3.0738,3.0851,649.7,0.13
mistral_7b,decode,65536,4,P0,10,6.147,0.418,6.0072,7.3362,6.0113,6.0072,7.3362,650.7,6.8
mistral_7b,decode,65536,4,P1,10,12.4484,0.008,12.4384,12.4684,12.4475,12.4384,12.4684,321.3,0.06
mistral_7b,decode,65536,4,P3,10,3.0886,0.0041,3.0841,3.0993,3.0879,3.0841,3.0993,1295.1,0.13
mistral_7b,decode,65536,4,P5,10,3.0881,0.007,3.0831,3.1075,3.0865,3.0831,3.1075,1295.3,0.23
mistral_7b,decode,65536,8,P0,10,12.3622,0.016,12.3482,12.4057,12.3592,12.3482,12.4057,647.1,0.13
mistral_7b,decode,65536,8,P1,10,25.0299,0.0126,25.0207,25.064,25.0284,25.0207,25.064,319.6,0.05
mistral_7b,decode,65536,8,P3,10,3.5081,0.0051,3.4999,3.5138,3.5106,3.4999,3.5138,2280.4,0.14
mistral_7b,decode,65536,8,P5,10,3.5316,0.0192,3.5042,3.5523,3.5362,3.5042,3.5523,2265.3,0.54
mistral_7b,decode,65536,16,P0,10,24.8318,0.0228,24.8169,24.8951,24.8266,24.8169,24.8951,644.3,0.09
mistral_7b,decode,65536,16,P1,10,50.2933,0.0133,50.2675,50.3166,50.2942,50.2675,50.3166,318.1,0.03
mistral_7b,decode,65536,16,P3,10,6.9554,0.01,6.9416,6.9741,6.9575,6.9416,6.9741,2300.4,0.14
mistral_7b,decode,65536,16,P5,10,6.9562,0.0364,6.9252,7.0315,6.9517,6.9252,7.0315,2300.1,0.52
mistral_7b,decode,65536,32,P0,10,49.8389,0.0874,49.7792,50.066,49.8248,49.7792,50.066,642.1,0.18
mistral_7b,decode,65536,32,P1,10,100.8604,0.2479,100.4524,101.2627,100.8604,100.4524,101.2627,317.3,0.25
mistral_7b,decode,65536,32,P3,10,13.9345,0.0308,13.9055,13.9974,13.9253,13.9055,13.9974,2296.5,0.22
mistral_7b,decode,65536,32,P5,10,13.9089,0.0171,13.8882,13.9426,13.9083,13.8882,13.9426,2300.7,0.12
mistral_7b,decode,131072,1,P0,10,3.7678,0.008,3.7585,3.7861,3.7682,3.7585,3.7861,265.4,0.21
mistral_7b,decode,131072,1,P1,10,6.7421,0.0046,6.7384,6.7544,6.7419,6.7384,6.7544,148.3,0.07
mistral_7b,decode,131072,1,P3,10,6.1536,0.0086,6.1434,6.174,6.1524,6.1434,6.174,162.5,0.14
mistral_7b,decode,131072,1,P5,10,6.1508,0.0067,6.1432,6.1668,6.1505,6.1432,6.1668,162.6,0.11
mistral_7b,decode,131072,2,P0,10,6.8767,0.0122,6.865,6.9086,6.8755,6.865,6.9086,290.8,0.18
mistral_7b,decode,131072,2,P1,10,13.2656,0.0109,13.2559,13.2945,13.2633,13.2559,13.2945,150.8,0.08
mistral_7b,decode,131072,2,P3,10,6.0812,0.0145,6.0687,6.117,6.075,6.0687,6.117,328.9,0.24
mistral_7b,decode,131072,2,P5,10,6.0963,0.0367,6.0688,6.1534,6.0773,6.0688,6.1534,328.1,0.6
mistral_7b,decode,131072,4,P0,10,13.6902,0.038,13.6465,13.7625,13.7064,13.6465,13.7625,292.2,0.28
mistral_7b,decode,131072,4,P1,10,26.412,0.014,26.395,26.4459,26.4087,26.395,26.4459,151.4,0.05
mistral_7b,decode,131072,4,P3,10,6.1068,0.0063,6.1013,6.1206,6.1055,6.1013,6.1206,655.0,0.1
mistral_7b,decode,131072,4,P5,10,6.1234,0.0114,6.1135,6.1498,6.1228,6.1135,6.1498,653.2,0.19
mistral_7b,decode,131072,8,P0,10,28.1672,0.0308,28.1027,28.2242,28.1702,28.1027,28.2242,284.0,0.11
mistral_7b,decode,131072,8,P1,10,53.5329,0.0702,53.4845,53.6771,53.5003,53.4845,53.6771,149.4,0.13
mistral_7b,decode,131072,8,P3,10,6.8932,0.0144,6.8709,6.9139,6.8917,6.8709,6.9139,1160.6,0.21
mistral_7b,decode,131072,8,P5,10,6.9101,0.0105,6.8936,6.9282,6.9142,6.8936,6.9282,1157.7,0.15
mistral_7b,decode,131072,16,P0,10,56.4794,0.1395,56.3323,56.8071,56.4298,56.3323,56.8071,283.3,0.25
mistral_7b,decode,131072,16,P1,10,107.07,0.1091,106.8675,107.1496,107.1383,106.8675,107.1496,149.4,0.1
mistral_7b,decode,131072,16,P3,10,13.9561,0.0845,13.9003,14.173,13.9247,13.9003,14.173,1146.5,0.61
mistral_7b,decode,131072,16,P5,10,13.8713,0.0391,13.792,13.9159,13.887,13.792,13.9159,1153.5,0.28
mistral_7b,prefill,512,1,P0,10,0.0595,0.0084,0.054,0.0783,0.0558,0.054,0.0783,8605042.0,14.12
mistral_7b,prefill,512,1,P1,10,0.2815,0.0174,0.2665,0.317,0.2755,0.2665,0.317,1818827.7,6.19
mistral_7b,prefill,512,1,P5,10,0.2793,0.0157,0.2632,0.3039,0.2748,0.2632,0.3039,1833154.3,5.62
mistral_7b,prefill,512,2,P0,10,0.0738,0.0051,0.0703,0.0869,0.0715,0.0703,0.0869,13875338.8,6.95
mistral_7b,prefill,512,2,P1,10,0.2939,0.0169,0.2782,0.324,0.2875,0.2782,0.324,3484178.3,5.74
mistral_7b,prefill,512,2,P5,10,0.2905,0.0129,0.2783,0.3163,0.2875,0.2783,0.3163,3524957.0,4.42
