config,mode,T_kv,B,pipeline,run_id,latency_ms,tokens_per_sec
qwen25_05b,decode,512,1,P0,0,0.054,18521.9
qwen25_05b,decode,512,1,P0,1,0.0496,20149.1
qwen25_05b,decode,512,1,P0,2,0.0491,20362.0
qwen25_05b,decode,512,1,P0,3,0.0491,20345.9
qwen25_05b,decode,512,1,P0,4,0.0492,20316.9
qwen25_05b,decode,512,1,P0,5,0.0487,20512.8
qwen25_05b,decode,512,1,P0,6,0.0488,20512.8
qwen25_05b,decode,512,1,P0,7,0.0485,20635.6
qwen25_05b,decode,512,1,P0,8,0.0484,20656.9
qwen25_05b,decode,512,1,P0,9,0.0692,14448.8
qwen25_05b,decode,512,1,P1,0,0.3084,3242.0
qwen25_05b,decode,512,1,P1,1,0.2663,3754.5
qwen25_05b,decode,512,1,P1,2,0.2643,3783.3
qwen25_05b,decode,512,1,P1,3,0.2784,3592.2
qwen25_05b,decode,512,1,P1,4,0.2742,3647.0
qwen25_05b,decode,512,1,P1,5,0.2634,3796.8
qwen25_05b,decode,512,1,P1,6,0.2627,3806.6
qwen25_05b,decode,512,1,P1,7,0.2972,3364.9
qwen25_05b,decode,512,1,P1,8,0.2643,3784.3
qwen25_05b,decode,512,1,P1,9,0.2595,3853.3
qwen25_05b,decode,512,1,P3,0,0.0452,22114.1
qwen25_05b,decode,512,1,P3,1,0.0426,23452.2
qwen25_05b,decode,512,1,P3,2,0.0614,16294.6
qwen25_05b,decode,512,1,P3,3,0.0449,22286.6
qwen25_05b,decode,512,1,P3,4,0.0409,24426.0
qwen25_05b,decode,512,1,P3,5,0.0409,24420.0
qwen25_05b,decode,512,1,P3,6,0.0408,24515.8
qwen25_05b,decode,512,1,P3,7,0.0403,24801.6
qwen25_05b,decode,512,1,P3,8,0.041,24372.4
qwen25_05b,decode,512,1,P3,9,0.0414,24172.1
qwen25_05b,decode,512,1,P5,0,0.0401,24931.4
qwen25_05b,decode,512,1,P5,1,0.0404,24770.9
qwen25_05b,decode,512,1,P5,2,0.0403,24813.9
qwen25_05b,decode,512,1,P5,3,0.0399,25043.8
qwen25_05b,decode,512,1,P5,4,0.0401,24956.3
qwen25_05b,decode,512,1,P5,5,0.0415,24108.0
qwen25_05b,decode,512,1,P5,6,0.0405,24715.8
qwen25_05b,decode,512,1,P5,7,0.0402,24888.0
qwen25_05b,decode,512,1,P5,8,0.0395,25290.8
qwen25_05b,decode,512,1,P5,9,0.0398,25125.6
qwen25_05b,decode,512,2,P0,0,0.0559,35810.2
qwen25_05b,decode,512,2,P0,1,0.0515,38865.1
qwen25_05b,decode,512,2,P0,2,0.0515,38819.9
qwen25_05b,decode,512,2,P0,3,0.0501,39904.2
qwen25_05b,decode,512,2,P0,4,0.0486,41143.8
qwen25_05b,decode,512,2,P0,5,0.0499,40104.3
qwen25_05b,decode,512,2,P0,6,0.0497,40273.9
qwen25_05b,decode,512,2,P0,7,0.0493,40526.9
qwen25_05b,decode,512,2,P0,8,0.0488,40950.0
qwen25_05b,decode,512,2,P0,9,0.0508,39354.6
qwen25_05b,decode,512,2,P1,0,0.2683,7454.1
qwen25_05b,decode,512,2,P1,1,0.3015,6633.0
qwen25_05b,decode,512,2,P1,2,0.2646,7558.3
qwen25_05b,decode,512,2,P1,3,0.2635,7589.8
qwen25_05b,decode,512,2,P1,4,0.2644,7565.7
qwen25_05b,decode,512,2,P1,5,0.3149,6352.2
qwen25_05b,decode,512,2,P1,6,0.2667,7499.1
qwen25_05b,decode,512,2,P1,7,0.2588,7727.1
qwen25_05b,decode,512,2,P1,8,0.2942,6797.6
qwen25_05b,decode,512,2,P1,9,0.2605,7677.8
qwen25_05b,decode,512,2,P3,0,0.0448,44662.8
qwen25_05b,decode,512,2,P3,1,0.0427,46827.4
qwen25_05b,decode,512,2,P3,2,0.0424,47147.6
qwen25_05b,decode,512,2,P3,3,0.0412,48579.1
qwen25_05b,decode,512,2,P3,4,0.041,48780.5
qwen25_05b,decode,512,2,P3,5,0.0415,48169.6
qwen25_05b,decode,512,2,P3,6,0.0404,49492.7
qwen25_05b,decode,512,2,P3,7,0.0401,49838.0
qwen25_05b,decode,512,2,P3,8,0.0583,34299.4
qwen25_05b,decode,512,2,P3,9,0.0446,44833.0
qwen25_05b,decode,512,2,P5,0,0.0405,49370.5
qwen25_05b,decode,512,2,P5,1,0.0401,49862.9
qwen25_05b,decode,512,2,P5,2,0.041,48721.1
qwen25_05b,decode,512,2,P5,3,0.04,49962.5
qwen25_05b,decode,512,2,P5,4,0.0397,50377.8
qwen25_05b,decode,512,2,P5,5,0.04,50050.1
qwen25_05b,decode,512,2,P5,6,0.0401,49875.3
qwen25_05b,decode,512,2,P5,7,0.04,49950.0
qwen25_05b,decode,512,2,P5,8,0.0399,50062.6
qwen25_05b,decode,512,2,P5,9,0.0399,50163.0
qwen25_05b,decode,512,4,P0,0,0.0548,73059.3
qwen25_05b,decode,512,4,P0,1,0.0514,77745.4
qwen25_05b,decode,512,4,P0,2,0.0506,78988.9
qwen25_05b,decode,512,4,P0,3,0.0507,78926.6
qwen25_05b,decode,512,4,P0,4,0.0494,81037.3
qwen25_05b,decode,512,4,P0,5,0.0688,58114.2
qwen25_05b,decode,512,4,P0,6,0.0683,58573.7
qwen25_05b,decode,512,4,P0,7,0.0521,76804.9
qwen25_05b,decode,512,4,P0,8,0.0515,77700.1
qwen25_05b,decode,512,4,P0,9,0.0501,79824.4
qwen25_05b,decode,512,4,P1,0,0.2738,14609.7
qwen25_05b,decode,512,4,P1,1,0.2682,14914.8
qwen25_05b,decode,512,4,P1,2,0.2674,14956.6
qwen25_05b,decode,512,4,P1,3,0.3037,13169.1
qwen25_05b,decode,512,4,P1,4,0.2674,14957.2
qwen25_05b,decode,512,4,P1,5,0.2686,14890.9
qwen25_05b,decode,512,4,P1,6,0.2988,13389.1
qwen25_05b,decode,512,4,P1,7,0.2678,14934.2
qwen25_05b,decode,512,4,P1,8,0.2613,15306.9
qwen25_05b,decode,512,4,P1,9,0.2637,15169.9
qwen25_05b,decode,512,4,P3,0,0.0444,89988.8
qwen25_05b,decode,512,4,P3,1,0.0427,93589.1
qwen25_05b,decode,512,4,P3,2,0.0419,95419.8
qwen25_05b,decode,512,4,P3,3,0.0409,97919.2
qwen25_05b,decode,512,4,P3,4,0.0406,98595.0
qwen25_05b,decode,512,4,P3,5,0.0408,98039.2
qwen25_05b,decode,512,4,P3,6,0.0401,99797.9
qwen25_05b,decode,512,4,P3,7,0.04,100050.0
qwen25_05b,decode,512,4,P3,8,0.0399,100175.3
qwen25_05b,decode,512,4,P3,9,0.0408,98063.3
qwen25_05b,decode,512,4,P5,0,0.0407,98352.6
qwen25_05b,decode,512,4,P5,1,0.04,100050.0
qwen25_05b,decode,512,4,P5,2,0.0404,99083.5
qwen25_05b,decode,512,4,P5,3,0.0404,98887.5
qwen25_05b,decode,512,4,P5,4,0.0404,99132.6
qwen25_05b,decode,512,4,P5,5,0.0396,100908.2
qwen25_05b,decode,512,4,P5,6,0.0572,69869.0
qwen25_05b,decode,512,4,P5,7,0.0539,74142.7
qwen25_05b,decode,512,4,P5,8,0.0414,96665.1
qwen25_05b,decode,512,4,P5,9,0.0408,97991.2
qwen25_05b,decode,512,8,P0,0,0.0565,141592.9
qwen25_05b,decode,512,8,P0,1,0.0523,152963.7
qwen25_05b,decode,512,8,P0,2,0.0507,157822.1
qwen25_05b,decode,512,8,P0,3,0.0494,161809.1
qwen25_05b,decode,512,8,P0,4,0.0495,161648.8
qwen25_05b,decode,512,8,P0,5,0.0487,164372.3
qwen25_05b,decode,512,8,P0,6,0.0495,161746.9
qwen25_05b,decode,512,8,P0,7,0.0488,164001.6
qwen25_05b,decode,512,8,P0,8,0.0487,164136.2
qwen25_05b,decode,512,8,P0,9,0.0813,98376.8
qwen25_05b,decode,512,8,P1,0,0.2834,28229.6
qwen25_05b,decode,512,8,P1,1,0.2662,30054.9
qwen25_05b,decode,512,8,P1,2,0.2638,30328.3
qwen25_05b,decode,512,8,P1,3,0.3029,26414.8
qwen25_05b,decode,512,8,P1,4,0.2661,30061.6
qwen25_05b,decode,512,8,P1,5,0.2673,29923.3
qwen25_05b,decode,512,8,P1,6,0.2787,28701.6
qwen25_05b,decode,512,8,P1,7,0.2823,28341.6
qwen25_05b,decode,512,8,P1,8,0.2629,30429.8
qwen25_05b,decode,512,8,P1,9,0.2617,30564.7
qwen25_05b,decode,512,8,P3,0,0.0566,141392.7
qwen25_05b,decode,512,8,P3,1,0.0436,183570.5
qwen25_05b,decode,512,8,P3,2,0.0423,189214.8
qwen25_05b,decode,512,8,P3,3,0.0413,193657.7
qwen25_05b,decode,512,8,P3,4,0.0408,195886.3
qwen25_05b,decode,512,8,P3,5,0.0409,195599.0
qwen25_05b,decode,512,8,P3,6,0.04,200050.1
qwen25_05b,decode,512,8,P3,7,0.0398,201005.0
qwen25_05b,decode,512,8,P3,8,0.0408,196073.6
qwen25_05b,decode,512,8,P3,9,0.0399,200250.3
qwen25_05b,decode,512,8,P5,0,0.0411,194789.4
qwen25_05b,decode,512,8,P5,1,0.0402,199203.2
qwen25_05b,decode,512,8,P5,2,0.0408,196126.5
qwen25_05b,decode,512,8,P5,3,0.0411,194789.4
qwen25_05b,decode,512,8,P5,4,0.0412,194033.5
qwen25_05b,decode,512,8,P5,5,0.0409,195599.1
qwen25_05b,decode,512,8,P5,6,0.0405,197677.2
qwen25_05b,decode,512,8,P5,7,0.0401,199650.6
qwen25_05b,decode,512,8,P5,8,0.0558,143446.3
qwen25_05b,decode,512,8,P5,9,0.0431,185744.2
qwen25_05b,decode,512,16,P0,0,0.0727,219991.8
qwen25_05b,decode,512,16,P0,1,0.0708,226052.5
qwen25_05b,decode,512,16,P0,2,0.0697,229588.2
qwen25_05b,decode,512,16,P0,3,0.0698,229226.3
qwen25_05b,decode,512,16,P0,4,0.0697,229720.0
qwen25_05b,decode,512,16,P0,5,0.0697,229423.6
qwen25_05b,decode,512,16,P0,6,0.0694,230713.8
qwen25_05b,decode,512,16,P0,7,0.0692,231310.8
qwen25_05b,decode,512,16,P0,8,0.0818,195622.9
qwen25_05b,decode,512,16,P0,9,0.0734,218043.1
qwen25_05b,decode,512,16,P1,0,0.2753,58122.6
qwen25_05b,decode,512,16,P1,1,0.2726,58685.4
qwen25_05b,decode,512,16,P1,2,0.27,59259.3
qwen25_05b,decode,512,16,P1,3,0.3079,51958.2
qwen25_05b,decode,512,16,P1,4,0.2703,59195.7
qwen25_05b,decode,512,16,P1,5,0.2722,58784.6
qwen25_05b,decode,512,16,P1,6,0.3032,52765.2
qwen25_05b,decode,512,16,P1,7,0.2709,59071.1
qwen25_05b,decode,512,16,P1,8,0.269,59472.7
qwen25_05b,decode,512,16,P1,9,0.2679,59719.3
qwen25_05b,decode,512,16,P3,0,0.0463,345497.7
qwen25_05b,decode,512,16,P3,1,0.0446,358423.0
qwen25_05b,decode,512,16,P3,2,0.0435,368070.0
qwen25_05b,decode,512,16,P3,3,0.0431,371402.0
qwen25_05b,decode,512,16,P3,4,0.0431,371057.5
qwen25_05b,decode,512,16,P3,5,0.0432,370027.6
qwen25_05b,decode,512,16,P3,6,0.0426,375498.7
qwen25_05b,decode,512,16,P3,7,0.042,380861.7
qwen25_05b,decode,512,16,P3,8,0.0431,371402.0
qwen25_05b,decode,512,16,P3,9,0.0432,370456.1
qwen25_05b,decode,512,16,P5,0,0.0427,374531.8
qwen25_05b,decode,512,16,P5,1,0.0421,380318.4
qwen25_05b,decode,512,16,P5,2,0.0428,373482.8
qwen25_05b,decode,512,16,P5,3,0.0423,377982.6
qwen25_05b,decode,512,16,P5,4,0.0422,379416.6
qwen25_05b,decode,512,16,P5,5,0.0652,245587.1
qwen25_05b,decode,512,16,P5,6,0.0453,352889.3
qwen25_05b,decode,512,16,P5,7,0.0433,369174.0
qwen25_05b,decode,512,16,P5,8,0.0437,366384.2
qwen25_05b,decode,512,16,P5,9,0.0424,377447.6
qwen25_05b,decode,512,32,P0,0,0.129,248042.8
qwen25_05b,decode,512,32,P0,1,0.1229,260459.1
qwen25_05b,decode,512,32,P0,2,0.122,262357.5
qwen25_05b,decode,512,32,P0,3,0.1214,263526.3
qwen25_05b,decode,512,32,P0,4,0.1215,263461.2
qwen25_05b,decode,512,32,P0,5,0.1224,261544.7
qwen25_05b,decode,512,32,P0,6,0.1267,252605.0
qwen25_05b,decode,512,32,P0,7,0.1257,254554.1
qwen25_05b,decode,512,32,P0,8,0.1213,263787.0
qwen25_05b,decode,512,32,P0,9,0.122,262338.1
qwen25_05b,decode,512,32,P1,0,0.3307,96764.4
qwen25_05b,decode,512,32,P1,1,0.3574,89525.3
qwen25_05b,decode,512,32,P1,2,0.3329,96122.1
qwen25_05b,decode,512,32,P1,3,0.3246,98570.7
qwen25_05b,decode,512,32,P1,4,0.3556,89983.4
qwen25_05b,decode,512,32,P1,5,0.3265,98021.2
qwen25_05b,decode,512,32,P1,6,0.3222,99307.9
qwen25_05b,decode,512,32,P1,7,0.3574,89528.0
qwen25_05b,decode,512,32,P1,8,0.3261,98123.1
qwen25_05b,decode,512,32,P1,9,0.324,98759.3
qwen25_05b,decode,512,32,P3,0,0.0613,522022.8
qwen25_05b,decode,512,32,P3,1,0.0575,557006.1
qwen25_05b,decode,512,32,P3,2,0.0566,565770.8
qwen25_05b,decode,512,32,P3,3,0.0561,570613.4
qwen25_05b,decode,512,32,P3,4,0.0573,558561.8
qwen25_05b,decode,512,32,P3,5,0.0563,568282.7
qwen25_05b,decode,512,32,P3,6,0.057,561699.2
qwen25_05b,decode,512,32,P3,7,0.0557,574506.3
qwen25_05b,decode,512,32,P3,8,0.0559,572348.4
qwen25_05b,decode,512,32,P3,9,0.056,571020.6
qwen25_05b,decode,512,32,P5,0,0.0561,570410.1
qwen25_05b,decode,512,32,P5,1,0.056,571224.6
qwen25_05b,decode,512,32,P5,2,0.0697,459044.6
qwen25_05b,decode,512,32,P5,3,0.0613,522363.7
qwen25_05b,decode,512,32,P5,4,0.056,571632.8
qwen25_05b,decode,512,32,P5,5,0.057,561403.5
qwen25_05b,decode,512,32,P5,6,0.0556,575125.8
qwen25_05b,decode,512,32,P5,7,0.0557,574609.5
qwen25_05b,decode,512,32,P5,8,0.0561,570003.6
qwen25_05b,decode,512,32,P5,9,0.0559,572553.2
qwen25_05b,decode,512,64,P0,0,0.2254,283914.5
qwen25_05b,decode,512,64,P0,1,0.2209,289775.0
qwen25_05b,decode,512,64,P0,2,0.2192,292010.8
qwen25_05b,decode,512,64,P0,3,0.2236,286187.0
qwen25_05b,decode,512,64,P0,4,0.2181,293416.5
qwen25_05b,decode,512,64,P0,5,0.2198,291134.1
qwen25_05b,decode,512,64,P0,6,0.2184,293040.3
qwen25_05b,decode,512,64,P0,7,0.2223,287910.9
qwen25_05b,decode,512,64,P0,8,0.2206,290078.4
qwen25_05b,decode,512,64,P0,9,0.2171,294767.9
qwen25_05b,decode,512,64,P1,0,0.4656,137462.9
qwen25_05b,decode,512,64,P1,1,0.4287,149274.3
qwen25_05b,decode,512,64,P1,2,0.4638,137996.5
qwen25_05b,decode,512,64,P1,3,0.4265,150068.8
qwen25_05b,decode,512,64,P1,4,0.428,149532.7
qwen25_05b,decode,512,64,P1,5,0.4384,145988.7
qwen25_05b,decode,512,64,P1,6,0.4229,151335.7
qwen25_05b,decode,512,64,P1,7,0.4373,146366.0
qwen25_05b,decode,512,64,P1,8,0.4267,150005.9
qwen25_05b,decode,512,64,P1,9,0.4588,139494.0
qwen25_05b,decode,512,64,P3,0,0.0746,858138.8
qwen25_05b,decode,512,64,P3,1,0.0727,880209.1
qwen25_05b,decode,512,64,P3,2,0.0731,875992.3
qwen25_05b,decode,512,64,P3,3,0.0717,892608.0
qwen25_05b,decode,512,64,P3,4,0.0716,894104.5
qwen25_05b,decode,512,64,P3,5,0.0836,765550.3
qwen25_05b,decode,512,64,P3,6,0.0733,873600.9
qwen25_05b,decode,512,64,P3,7,0.0711,900520.7
qwen25_05b,decode,512,64,P3,8,0.0707,904964.4
qwen25_05b,decode,512,64,P3,9,0.0703,910902.3
qwen25_05b,decode,512,64,P5,0,0.0709,902679.8
qwen25_05b,decode,512,64,P5,1,0.0708,904338.1
qwen25_05b,decode,512,64,P5,2,0.0713,898245.6
qwen25_05b,decode,512,64,P5,3,0.0702,911032.1
qwen25_05b,decode,512,64,P5,4,0.0705,907672.5
qwen25_05b,decode,512,64,P5,5,0.0897,713171.4
qwen25_05b,decode,512,64,P5,6,0.0757,845777.7
qwen25_05b,decode,512,64,P5,7,0.0715,894854.6
qwen25_05b,decode,512,64,P5,8,0.0704,908445.7
qwen25_05b,decode,512,64,P5,9,0.0713,897489.8
qwen25_05b,decode,512,128,P0,0,0.4094,312682.4
qwen25_05b,decode,512,128,P0,1,0.4043,316588.8
qwen25_05b,decode,512,128,P0,2,0.4071,314442.2
qwen25_05b,decode,512,128,P0,3,0.4038,317011.4
qwen25_05b,decode,512,128,P0,4,0.4007,319425.0
qwen25_05b,decode,512,128,P0,5,0.4003,319720.3
qwen25_05b,decode,512,128,P0,6,0.4038,317011.4
qwen25_05b,decode,512,128,P0,7,0.4164,307396.7
qwen25_05b,decode,512,128,P0,8,0.4035,317200.7
qwen25_05b,decode,512,128,P0,9,0.3994,320479.9
qwen25_05b,decode,512,128,P1,0,0.6859,186629.5
qwen25_05b,decode,512,128,P1,1,0.6402,199949.7
qwen25_05b,decode,512,128,P1,2,0.6497,197017.0
qwen25_05b,decode,512,128,P1,3,0.6506,196750.2
qwen25_05b,decode,512,128,P1,4,0.6392,200234.7
qwen25_05b,decode,512,128,P1,5,0.6456,198252.6
qwen25_05b,decode,512,128,P1,6,0.644,198751.6
qwen25_05b,decode,512,128,P1,7,0.6411,199672.1
qwen25_05b,decode,512,128,P1,8,0.6448,198526.6
qwen25_05b,decode,512,128,P1,9,0.6368,201011.0
qwen25_05b,decode,512,128,P3,0,0.1081,1183869.7
qwen25_05b,decode,512,128,P3,1,0.1062,1205613.6
qwen25_05b,decode,512,128,P3,2,0.1085,1179832.2
qwen25_05b,decode,512,128,P3,3,0.1114,1149002.3
qwen25_05b,decode,512,128,P3,4,0.1061,1206864.0
qwen25_05b,decode,512,128,P3,5,0.1049,1219860.8
qwen25_05b,decode,512,128,P3,6,0.105,1219047.6
qwen25_05b,decode,512,128,P3,7,0.1042,1228289.0
qwen25_05b,decode,512,128,P3,8,0.1048,1221840.5
qwen25_05b,decode,512,128,P3,9,0.1041,1229350.9
qwen25_05b,decode,512,128,P5,0,0.1107,1155756.2
qwen25_05b,decode,512,128,P5,1,0.107,1196138.7
qwen25_05b,decode,512,128,P5,2,0.1044,1226406.0
qwen25_05b,decode,512,128,P5,3,0.1034,1238030.7
qwen25_05b,decode,512,128,P5,4,0.1035,1236834.4
qwen25_05b,decode,512,128,P5,5,0.1039,1232309.6
qwen25_05b,decode,512,128,P5,6,0.1043,1226758.5
qwen25_05b,decode,512,128,P5,7,0.104,1231124.4
qwen25_05b,decode,512,128,P5,8,0.1073,1193250.7
qwen25_05b,decode,512,128,P5,9,0.1056,1212465.5
qwen25_05b,decode,1024,1,P0,0,0.0565,17689.7
qwen25_05b,decode,1024,1,P0,1,0.0516,19391.1
qwen25_05b,decode,1024,1,P0,2,0.0512,19515.6
qwen25_05b,decode,1024,1,P0,3,0.0514,19443.9
qwen25_05b,decode,1024,1,P0,4,0.05,20016.0
qwen25_05b,decode,1024,1,P0,5,0.0502,19928.3
qwen25_05b,decode,1024,1,P0,6,0.0489,20441.5
qwen25_05b,decode,1024,1,P0,7,0.0695,14388.5
qwen25_05b,decode,1024,1,P0,8,0.0673,14861.1
qwen25_05b,decode,1024,1,P0,9,0.0508,19704.4
qwen25_05b,decode,1024,1,P1,0,0.3097,3228.6
qwen25_05b,decode,1024,1,P1,1,0.2687,3722.2
qwen25_05b,decode,1024,1,P1,2,0.2687,3721.5
qwen25_05b,decode,1024,1,P1,3,0.3074,3252.8
qwen25_05b,decode,1024,1,P1,4,0.269,3717.3
qwen25_05b,decode,1024,1,P1,5,0.2635,3795.5
qwen25_05b,decode,1024,1,P1,6,0.2655,3766.5
qwen25_05b,decode,1024,1,P1,7,0.303,3299.9
qwen25_05b,decode,1024,1,P1,8,0.2634,3797.1
qwen25_05b,decode,1024,1,P1,9,0.264,3787.6
qwen25_05b,decode,1024,1,P3,0,0.0693,14430.0
qwen25_05b,decode,1024,1,P3,1,0.056,17850.8
qwen25_05b,decode,1024,1,P3,2,0.0533,18747.7
qwen25_05b,decode,1024,1,P3,3,0.0536,18674.1
qwen25_05b,decode,1024,1,P3,4,0.0532,18800.5
qwen25_05b,decode,1024,1,P3,5,0.0519,19264.1
qwen25_05b,decode,1024,1,P3,6,0.0519,19256.7
qwen25_05b,decode,1024,1,P3,7,0.0513,19489.4
qwen25_05b,decode,1024,1,P3,8,0.0512,19534.7
qwen25_05b,decode,1024,1,P3,9,0.0517,19346.1
qwen25_05b,decode,1024,1,P5,0,0.0514,19443.9
qwen25_05b,decode,1024,1,P5,1,0.0517,19353.6
qwen25_05b,decode,1024,1,P5,2,0.0515,19432.6
qwen25_05b,decode,1024,1,P5,3,0.0521,19201.2
qwen25_05b,decode,1024,1,P5,4,0.0561,17815.8
qwen25_05b,decode,1024,1,P5,5,0.0544,18389.1
qwen25_05b,decode,1024,1,P5,6,0.0527,18957.3
qwen25_05b,decode,1024,1,P5,7,0.0518,19312.5
qwen25_05b,decode,1024,1,P5,8,0.0512,19527.4
qwen25_05b,decode,1024,1,P5,9,0.0516,19372.3
qwen25_05b,decode,1024,2,P0,0,0.0537,37244.0
qwen25_05b,decode,1024,2,P0,1,0.0517,38722.2
qwen25_05b,decode,1024,2,P0,2,0.0484,41288.2
qwen25_05b,decode,1024,2,P0,3,0.048,41640.6
qwen25_05b,decode,1024,2,P0,4,0.085,23515.6
qwen25_05b,decode,1024,2,P0,5,0.0531,37657.7
qwen25_05b,decode,1024,2,P0,6,0.0479,41753.7
qwen25_05b,decode,1024,2,P0,7,0.0483,41442.2
qwen25_05b,decode,1024,2,P0,8,0.0476,42052.1
qwen25_05b,decode,1024,2,P0,9,0.0496,40306.3
qwen25_05b,decode,1024,2,P1,0,0.2668,7496.8
qwen25_05b,decode,1024,2,P1,1,0.2687,7442.4
qwen25_05b,decode,1024,2,P1,2,0.2871,6965.0
qwen25_05b,decode,1024,2,P1,3,0.2792,7163.0
qwen25_05b,decode,1024,2,P1,4,0.2671,7488.1
qwen25_05b,decode,1024,2,P1,5,0.2625,7618.8
qwen25_05b,decode,1024,2,P1,6,0.3027,6607.0
qwen25_05b,decode,1024,2,P1,7,0.2691,7433.3
qwen25_05b,decode,1024,2,P1,8,0.2629,7607.2
qwen25_05b,decode,1024,2,P1,9,0.2799,7145.7
qwen25_05b,decode,1024,2,P3,0,0.0558,35823.0
qwen25_05b,decode,1024,2,P3,1,0.0543,36832.4
qwen25_05b,decode,1024,2,P3,2,0.053,37707.4
qwen25_05b,decode,1024,2,P3,3,0.0519,38513.4
qwen25_05b,decode,1024,2,P3,4,0.0528,37893.1
qwen25_05b,decode,1024,2,P3,5,0.0525,38109.0
qwen25_05b,decode,1024,2,P3,6,0.0517,38707.2
qwen25_05b,decode,1024,2,P3,7,0.0512,39054.9
qwen25_05b,decode,1024,2,P3,8,0.052,38491.1
qwen25_05b,decode,1024,2,P3,9,0.0516,38789.8
qwen25_05b,decode,1024,2,P5,0,0.0513,38963.6
qwen25_05b,decode,1024,2,P5,1,0.0693,28847.5
qwen25_05b,decode,1024,2,P5,2,0.0552,36258.2
qwen25_05b,decode,1024,2,P5,3,0.0526,38030.0
qwen25_05b,decode,1024,2,P5,4,0.0514,38918.1
qwen25_05b,decode,1024,2,P5,5,0.0513,39016.8
qwen25_05b,decode,1024,2,P5,6,0.0514,38910.5
qwen25_05b,decode,1024,2,P5,7,0.0511,39131.3
qwen25_05b,decode,1024,2,P5,8,0.0508,39339.1
qwen25_05b,decode,1024,2,P5,9,0.0512,39077.8
qwen25_05b,decode,1024,4,P0,0,0.0552,72424.4
qwen25_05b,decode,1024,4,P0,1,0.0516,77549.4
qwen25_05b,decode,1024,4,P0,2,0.0503,79522.9
qwen25_05b,decode,1024,4,P0,3,0.0683,58556.6
qwen25_05b,decode,1024,4,P0,4,0.0652,61340.3
qwen25_05b,decode,1024,4,P0,5,0.0502,79681.3
qwen25_05b,decode,1024,4,P0,6,0.0506,79082.6
qwen25_05b,decode,1024,4,P0,7,0.0501,79872.2
qwen25_05b,decode,1024,4,P0,8,0.0492,81251.3
qwen25_05b,decode,1024,4,P0,9,0.0491,81449.8
qwen25_05b,decode,1024,4,P1,0,0.2653,15077.8
qwen25_05b,decode,1024,4,P1,1,0.2637,15167.0
qwen25_05b,decode,1024,4,P1,2,0.3063,13060.3
qwen25_05b,decode,1024,4,P1,3,0.2629,15212.6
qwen25_05b,decode,1024,4,P1,4,0.2606,15346.8
qwen25_05b,decode,1024,4,P1,5,0.2928,13660.7
qwen25_05b,decode,1024,4,P1,6,0.2736,14622.6
qwen25_05b,decode,1024,4,P1,7,0.2627,15224.8
qwen25_05b,decode,1024,4,P1,8,0.2586,15469.1
qwen25_05b,decode,1024,4,P1,9,0.2991,13375.2
qwen25_05b,decode,1024,4,P3,0,0.0555,72124.1
qwen25_05b,decode,1024,4,P3,1,0.0542,73814.3
qwen25_05b,decode,1024,4,P3,2,0.0527,75959.0
qwen25_05b,decode,1024,4,P3,3,0.0524,76407.3
qwen25_05b,decode,1024,4,P3,4,0.0527,75915.7
qwen25_05b,decode,1024,4,P3,5,0.0535,74710.5
qwen25_05b,decode,1024,4,P3,6,0.0526,76002.3
qwen25_05b,decode,1024,4,P3,7,0.0515,77609.6
qwen25_05b,decode,1024,4,P3,8,0.0516,77474.3
qwen25_05b,decode,1024,4,P3,9,0.053,75400.6
qwen25_05b,decode,1024,4,P5,0,0.055,72700.8
qwen25_05b,decode,1024,4,P5,1,0.0525,76118.0
qwen25_05b,decode,1024,4,P5,2,0.0516,77474.3
qwen25_05b,decode,1024,4,P5,3,0.0516,77579.5
qwen25_05b,decode,1024,4,P5,4,0.0512,78186.1
qwen25_05b,decode,1024,4,P5,5,0.052,76923.1
qwen25_05b,decode,1024,4,P5,6,0.0515,77685.0
qwen25_05b,decode,1024,4,P5,7,0.0516,77564.5
qwen25_05b,decode,1024,4,P5,8,0.0512,78201.4
qwen25_05b,decode,1024,4,P5,9,0.0519,77130.7
qwen25_05b,decode,1024,8,P0,0,0.0689,116093.5
qwen25_05b,decode,1024,8,P0,1,0.0673,118798.4
qwen25_05b,decode,1024,8,P0,2,0.0666,120066.0
qwen25_05b,decode,1024,8,P0,3,0.0667,119886.1
qwen25_05b,decode,1024,8,P0,4,0.0825,96922.7
qwen25_05b,decode,1024,8,P0,5,0.0716,111716.2
qwen25_05b,decode,1024,8,P0,6,0.0665,120228.4
qwen25_05b,decode,1024,8,P0,7,0.0663,120609.1
qwen25_05b,decode,1024,8,P0,8,0.067,119349.5
qwen25_05b,decode,1024,8,P0,9,0.0663,120700.1
qwen25_05b,decode,1024,8,P1,0,0.2734,29262.2
qwen25_05b,decode,1024,8,P1,1,0.2683,29814.0
qwen25_05b,decode,1024,8,P1,2,0.3051,26218.2
qwen25_05b,decode,1024,8,P1,3,0.272,29411.8
qwen25_05b,decode,1024,8,P1,4,0.2697,29662.6
qwen25_05b,decode,1024,8,P1,5,0.3034,26366.1
qwen25_05b,decode,1024,8,P1,6,0.2702,29603.2
qwen25_05b,decode,1024,8,P1,7,0.27,29628.5
qwen25_05b,decode,1024,8,P1,8,0.2674,29921.1
qwen25_05b,decode,1024,8,P1,9,0.3054,26190.9
qwen25_05b,decode,1024,8,P3,0,0.0552,145032.6
