W_min,W_max,W_pressure_thresh,W_decay,gate_every_k,B_far_target,B_far_max,ppl,ppl_delta_pct,decode_p50_ms,kv_mb_per_tok,kv_kept_mean,feasible
102,512,0.520465582267526,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.708006236702204,2.844672,231.5,False
102,512,0.520465582267526,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.740291465073824,3.7294080000000003,303.5,False
102,512,0.5679979630297474,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.700414095073938,2.844672,231.5,False
102,512,0.5679979630297474,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.73799854889512,3.7294080000000003,303.5,False
102,512,0.6298031807979441,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.696966338902712,2.844672,231.5,False
102,512,0.6298031807979441,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.736390620470047,3.7294080000000003,303.5,False
102,716,0.520465582267526,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.683347143232822,2.844672,231.5,False
102,716,0.520465582267526,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.728101383894682,3.7294080000000003,303.5,False
102,716,0.5679979630297474,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.688053581863642,2.844672,231.5,False
102,716,0.5679979630297474,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.731095120310783,3.7294080000000003,303.5,False
102,716,0.6298031807979441,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.702985942363739,2.844672,231.5,False
102,716,0.6298031807979441,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.746856823563576,3.7294080000000003,303.5,False
102,819,0.520465582267526,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.694145828485489,2.844672,231.5,False
102,819,0.520465582267526,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.745243307203054,3.7294080000000003,303.5,False
102,819,0.5679979630297474,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.697255980223417,2.844672,231.5,False
102,819,0.5679979630297474,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.734898641705513,3.7294080000000003,303.5,False
102,819,0.6298031807979441,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.7002064101398,2.844672,231.5,False
102,819,0.6298031807979441,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.734358940273523,3.7294080000000003,303.5,False
102,921,0.520465582267526,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.695387747138739,2.844672,231.5,False
102,921,0.520465582267526,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.740828838199377,3.7294080000000003,303.5,False
102,921,0.5679979630297474,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.693372830748558,2.844672,231.5,False
102,921,0.5679979630297474,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.734181057661772,3.7294080000000003,303.5,False
102,921,0.6298031807979441,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.686290122568607,2.844672,231.5,False
102,921,0.6298031807979441,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.734628092497587,3.7294080000000003,303.5,False
102,972,0.520465582267526,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.68773041293025,2.844672,231.5,False
102,972,0.520465582267526,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.728391490876675,3.7294080000000003,303.5,False
102,972,0.5679979630297474,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.681538049131632,2.844672,231.5,False
102,972,0.5679979630297474,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.729325141757727,3.7294080000000003,303.5,False
102,972,0.6298031807979441,0.95,4,2.0,8,2632.3690203588703,17376.837866187052,8.68609081953764,2.844672,231.5,False
102,972,0.6298031807979441,0.95,4,4.0,8,3700.2767378996755,24466.896247502493,8.746050763875246,3.7294080000000003,303.5,False
204,512,0.520465582267526,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.785045240074396,4.098048,333.5,False
204,512,0.520465582267526,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.920543361455202,5.031936,409.5,False
204,512,0.5679979630297474,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.784687146544456,4.098048,333.5,False
204,512,0.5679979630297474,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.919557090848684,5.031936,409.5,False
204,512,0.6298031807979441,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.779704570770264,4.098048,333.5,False
204,512,0.6298031807979441,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.9155207388103,5.031936,409.5,False
204,716,0.520465582267526,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.785823360085487,4.098048,333.5,False
204,716,0.520465582267526,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.922382723540068,5.031936,409.5,False
204,716,0.5679979630297474,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.784483652561903,4.098048,333.5,False
204,716,0.5679979630297474,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.930664509534836,5.031936,409.5,False
204,716,0.6298031807979441,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.790473453700542,4.098048,333.5,False
204,716,0.6298031807979441,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.928552735596895,5.031936,409.5,False
204,819,0.520465582267526,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.781692944467068,4.098048,333.5,False
204,819,0.520465582267526,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.919274900108576,5.031936,409.5,False
204,819,0.5679979630297474,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.77368450164795,4.098048,333.5,False
204,819,0.5679979630297474,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.916642051190138,5.031936,409.5,False
204,819,0.6298031807979441,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.791957050561905,4.098048,333.5,False
204,819,0.6298031807979441,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.926549926400185,5.031936,409.5,False
204,921,0.520465582267526,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.78614466637373,4.098048,333.5,False
204,921,0.520465582267526,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.941167034208775,5.031936,409.5,False
204,921,0.5679979630297474,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.79671797156334,4.098048,333.5,False
204,921,0.5679979630297474,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.936029858887196,5.031936,409.5,False
204,921,0.6298031807979441,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.781854528933764,4.098048,333.5,False
204,921,0.6298031807979441,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.918627630919218,5.031936,409.5,False
204,972,0.520465582267526,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.785516954958439,4.098048,333.5,False
204,972,0.520465582267526,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.92239110544324,5.031936,409.5,False
204,972,0.5679979630297474,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.790839929133654,4.098048,333.5,False
204,972,0.5679979630297474,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.924518246203661,5.031936,409.5,False
204,972,0.6298031807979441,0.95,4,2.0,8,2071.1191313019485,13650.584731614737,8.79084412008524,4.098048,333.5,False
204,972,0.6298031807979441,0.95,4,4.0,8,7060.633741573238,46776.995656628096,8.923889137804508,5.031936,409.5,False
307,512,0.520465582267526,0.95,4,2.0,8,2200.477640711246,14509.422409034945,9.006152395159006,5.363712,436.5,False
307,512,0.520465582267526,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.043817408382893,6.248448,508.5,False
307,512,0.5679979630297474,0.95,4,2.0,8,2200.477640711246,14509.422409034945,9.000999387353659,5.363712,436.5,False
307,512,0.5679979630297474,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.047599975019693,6.248448,508.5,False
307,512,0.6298031807979441,0.95,4,2.0,8,2200.477640711246,14509.422409034945,9.011887479573488,5.363712,436.5,False
307,512,0.6298031807979441,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.048132691532373,6.248448,508.5,False
307,716,0.520465582267526,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.999461308121681,5.363712,436.5,False
307,716,0.520465582267526,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.044010657817125,6.248448,508.5,False
307,716,0.5679979630297474,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.984740357846022,5.363712,436.5,False
307,716,0.5679979630297474,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.041063953191042,6.248448,508.5,False
307,716,0.6298031807979441,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.992467075586319,5.363712,436.5,False
307,716,0.6298031807979441,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.036749601364136,6.248448,508.5,False
307,819,0.520465582267526,0.95,4,2.0,8,2200.477640711246,14509.422409034945,9.003950748592615,5.363712,436.5,False
307,819,0.520465582267526,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.053211659193039,6.248448,508.5,False
307,819,0.5679979630297474,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.999364916235209,5.363712,436.5,False
307,819,0.5679979630297474,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.040077216923237,6.248448,508.5,False
307,819,0.6298031807979441,0.95,4,2.0,8,2200.477640711246,14509.422409034945,9.001674596220255,5.363712,436.5,False
307,819,0.6298031807979441,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.046456310898066,6.248448,508.5,False
307,921,0.520465582267526,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.998574689030647,5.363712,436.5,False
307,921,0.520465582267526,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.048228617757559,6.248448,508.5,False
307,921,0.5679979630297474,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.989266585558653,5.363712,436.5,False
307,921,0.5679979630297474,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.038586635142565,6.248448,508.5,False
307,921,0.6298031807979441,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.986670058220625,5.363712,436.5,False
307,921,0.6298031807979441,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.031851775944233,6.248448,508.5,False
307,972,0.520465582267526,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.973980788141489,5.363712,436.5,False
307,972,0.520465582267526,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.021708276122808,6.248448,508.5,False
307,972,0.5679979630297474,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.977953810244799,5.363712,436.5,False
307,972,0.5679979630297474,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.023841470479965,6.248448,508.5,False
307,972,0.6298031807979441,0.95,4,2.0,8,2200.477640711246,14509.422409034945,8.977881167083979,5.363712,436.5,False
307,972,0.6298031807979441,0.95,4,4.0,8,2928.209971476318,19340.986622258235,9.019211400300264,6.248448,508.5,False
512,716,0.520465582267526,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.253236930817366,7.882752,641.5,False
512,716,0.520465582267526,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.327203501015902,8.767488,713.5,False
512,716,0.5679979630297474,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.241471067070961,7.882752,641.5,False
512,716,0.5679979630297474,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.311841800808907,8.767488,713.5,False
512,716,0.6298031807979441,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.244108106940985,7.882752,641.5,False
512,716,0.6298031807979441,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.324143640697002,8.767488,713.5,False
512,819,0.520465582267526,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.247161448001862,7.882752,641.5,False
512,819,0.520465582267526,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.319392032921314,8.767488,713.5,False
512,819,0.5679979630297474,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.249856695532799,7.882752,641.5,False
512,819,0.5679979630297474,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.318281896412373,8.767488,713.5,False
512,819,0.6298031807979441,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.255181532353163,7.882752,641.5,False
512,819,0.6298031807979441,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.31582460179925,8.767488,713.5,False
512,921,0.520465582267526,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.23944404348731,7.882752,641.5,False
512,921,0.520465582267526,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.329361375421286,8.767488,713.5,False
512,921,0.5679979630297474,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.259257931262255,7.882752,641.5,False
512,921,0.5679979630297474,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.328124113380909,8.767488,713.5,False
512,921,0.6298031807979441,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.25700506195426,7.882752,641.5,False
512,921,0.6298031807979441,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.344907477498055,8.767488,713.5,False
512,972,0.520465582267526,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.260818362236023,7.882752,641.5,False
512,972,0.520465582267526,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.334990754723549,8.767488,713.5,False
512,972,0.5679979630297474,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.255296550691128,7.882752,641.5,False
512,972,0.5679979630297474,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.319311007857323,8.767488,713.5,False
512,972,0.6298031807979441,0.95,4,2.0,8,3955.105064182877,26158.753774968824,9.238658472895622,7.882752,641.5,False
512,972,0.6298031807979441,0.95,4,4.0,8,1832.9583803942874,12069.386655846807,9.318660479038954,8.767488,713.5,False
