W_min,W_max,W_pressure_thresh,W_decay,gate_every_k,B_far_target,B_far_max,ppl,ppl_delta_pct,decode_p50_ms,kv_mb_per_tok,kv_kept_mean,feasible
409,2048,0.520465582267526,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.102915413677692,6.617088,538.5,False
409,2048,0.520465582267526,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.196314495056868,7.575552,616.5,False
409,2048,0.5679979630297474,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.102984331548214,6.617088,538.5,False
409,2048,0.5679979630297474,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.196041617542505,7.575552,616.5,False
409,2048,0.6298031807979441,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.097872767597437,6.617088,538.5,False
409,2048,0.6298031807979441,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.185731410980225,7.575552,616.5,False
409,2867,0.520465582267526,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.094767738133669,6.617088,538.5,False
409,2867,0.520465582267526,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.192833211272955,7.575552,616.5,False
409,2867,0.5679979630297474,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.094495326280594,6.617088,538.5,False
409,2867,0.5679979630297474,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.193231351673603,7.575552,616.5,False
409,2867,0.6298031807979441,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.103433229029179,6.617088,538.5,False
409,2867,0.6298031807979441,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.186726529151201,7.575552,616.5,False
409,3276,0.520465582267526,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.09830117598176,6.617088,538.5,False
409,3276,0.520465582267526,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.20254085212946,7.575552,616.5,False
409,3276,0.5679979630297474,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.094479493796825,6.617088,538.5,False
409,3276,0.5679979630297474,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.196014143526554,7.575552,616.5,False
409,3276,0.6298031807979441,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.0930862352252,6.617088,538.5,False
409,3276,0.6298031807979441,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.195263497531414,7.575552,616.5,False
409,3686,0.520465582267526,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.105473291128874,6.617088,538.5,False
409,3686,0.520465582267526,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.202178101986647,7.575552,616.5,False
409,3686,0.5679979630297474,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.103348478674889,6.617088,538.5,False
409,3686,0.5679979630297474,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.188124909996986,7.575552,616.5,False
409,3686,0.6298031807979441,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.095881134271622,6.617088,538.5,False
409,3686,0.6298031807979441,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.188252501189709,7.575552,616.5,False
409,3891,0.520465582267526,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.09358635544777,6.617088,538.5,False
409,3891,0.520465582267526,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.193368256092072,7.575552,616.5,False
409,3891,0.5679979630297474,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.1022327542305,6.617088,538.5,False
409,3891,0.5679979630297474,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.184013120830059,7.575552,616.5,False
409,3891,0.6298031807979441,0.95,4,2.0,8,275.11000425088497,1589.8851887985081,9.099501185119152,6.617088,538.5,False
409,3891,0.6298031807979441,0.95,4,4.0,8,333.9104415291773,1951.0715743028522,9.19962814077735,7.575552,616.5,False
819,2048,0.520465582267526,0.95,4,2.0,8,306.65307709332626,1783.6410347583064,9.684258606284857,11.655168,948.5,False
819,2048,0.520465582267526,0.95,4,4.0,8,278.23791035004115,1609.0986020050168,9.807838592678308,12.711936,1034.5,False
819,2048,0.5679979630297474,0.95,4,2.0,8,306.65307709332626,1783.6410347583064,9.695449378341436,11.655168,948.5,False
819,2048,0.5679979630297474,0.95,4,4.0,8,278.23791035004115,1609.0986020050168,9.810835588723421,12.711936,1034.5,False
819,2048,0.6298031807979441,0.95,4,2.0,8,306.65307709332626,1783.6410347583064,9.687053970992565,11.655168,948.5,False
819,2048,0.6298031807979441,0.95,4,4.0,8,278.23791035004115,1609.0986020050168,9.817226324230433,12.711936,1034.5,False
819,2867,0.520465582267526,0.95,4,2.0,8,306.65307709332626,1783.6410347583064,9.692405816167593,11.655168,948.5,False
819,2867,0.520465582267526,0.95,4,4.0,8,278.23791035004115,1609.0986020050168,9.807335678488016,12.711936,1034.5,False
819,2867,0.5679979630297474,0.95,4,2.0,8,306.65307709332626,1783.6410347583064,9.690910577774048,11.655168,948.5,False
819,2867,0.5679979630297474,0.95,4,4.0,8,278.23791035004115,1609.0986020050168,9.8054357804358,12.711936,1034.5,False
