config,mode,T_kv,B,pipeline,latency_ms,tokens_per_sec
qwen25_05b,decode,8192,2,P3,0.1993,10034.4
qwen25_05b,decode,8192,2,P5,0.1967,10165.8
qwen25_05b,decode,8192,4,P0,0.2001,19990.4
qwen25_05b,decode,8192,4,P1,0.4085,9792.0
qwen25_05b,decode,8192,4,P3,0.1988,20119.1
qwen25_05b,decode,8192,4,P5,0.2001,19986.2
qwen25_05b,decode,8192,8,P0,0.3594,22257.2
qwen25_05b,decode,8192,8,P1,0.5967,13407.7
qwen25_05b,decode,8192,8,P3,0.1985,40310.0
qwen25_05b,decode,8192,8,P5,0.1978,40440.4
qwen25_05b,decode,8192,16,P0,0.7283,21968.0
qwen25_05b,decode,8192,16,P1,1.1708,13666.0
qwen25_05b,decode,8192,16,P3,0.2306,69386.0
qwen25_05b,decode,8192,16,P5,0.2278,70243.2
qwen25_05b,decode,8192,32,P0,1.4188,22554.3
qwen25_05b,decode,8192,32,P1,2.294,13949.4
qwen25_05b,decode,8192,32,P3,0.4664,68613.2
qwen25_05b,decode,8192,32,P5,0.4654,68763.3
qwen25_05b,decode,16384,1,P0,0.1159,8630.0
qwen25_05b,decode,16384,1,P1,0.3304,3027.0
qwen25_05b,decode,16384,1,P3,0.3651,2739.0
qwen25_05b,decode,16384,1,P5,0.3621,2762.0
qwen25_05b,decode,16384,2,P0,0.1979,10108.5
qwen25_05b,decode,16384,2,P1,0.4122,4851.9
qwen25_05b,decode,16384,2,P3,0.3632,5507.0
qwen25_05b,decode,16384,2,P5,0.363,5509.5
qwen25_05b,decode,16384,4,P0,0.3497,11436.9
qwen25_05b,decode,16384,4,P1,0.5955,6716.6
qwen25_05b,decode,16384,4,P3,0.3655,10943.7
qwen25_05b,decode,16384,4,P5,0.3622,11042.8
qwen25_05b,decode,16384,8,P0,0.6618,12088.6
qwen25_05b,decode,16384,8,P1,1.1236,7120.3
qwen25_05b,decode,16384,8,P3,0.3649,21926.7
qwen25_05b,decode,16384,8,P5,0.3655,21889.7
qwen25_05b,decode,16384,16,P0,1.4106,11342.4
qwen25_05b,decode,16384,16,P1,2.2862,6998.5
qwen25_05b,decode,16384,16,P3,0.475,33684.9
qwen25_05b,decode,16384,16,P5,0.4745,33719.5
qwen25_05b,decode,16384,32,P0,2.7945,11451.0
qwen25_05b,decode,16384,32,P1,4.4675,7162.9
qwen25_05b,decode,16384,32,P3,0.8966,35690.4
qwen25_05b,decode,16384,32,P5,0.8959,35716.4
qwen25_05b,decode,32768,1,P0,0.1983,5043.9
qwen25_05b,decode,32768,1,P1,0.4141,2415.2
qwen25_05b,decode,32768,1,P3,0.6877,1454.1
qwen25_05b,decode,32768,1,P5,0.6858,1458.2
qwen25_05b,decode,32768,2,P0,0.3538,5653.5
qwen25_05b,decode,32768,2,P1,0.6239,3205.8
qwen25_05b,decode,32768,2,P3,0.6938,2882.8
qwen25_05b,decode,32768,2,P5,0.6901,2897.9
qwen25_05b,decode,32768,4,P0,0.6628,6035.4
qwen25_05b,decode,32768,4,P1,1.1192,3573.9
qwen25_05b,decode,32768,4,P3,0.6941,5763.0
qwen25_05b,decode,32768,4,P5,0.6942,5761.9
qwen25_05b,decode,32768,8,P0,1.2862,6219.9
qwen25_05b,decode,32768,8,P1,2.1666,3692.4
qwen25_05b,decode,32768,8,P3,0.829,9650.5
qwen25_05b,decode,32768,8,P5,0.8273,9669.8
qwen25_05b,decode,32768,16,P0,2.7915,5731.6
qwen25_05b,decode,32768,16,P1,4.4743,3575.9
qwen25_05b,decode,32768,16,P3,0.9221,17351.8
qwen25_05b,decode,32768,16,P5,0.9205,17381.7
qwen25_05b,decode,32768,32,P0,5.5567,5758.8
qwen25_05b,decode,32768,32,P1,8.8041,3634.7
qwen25_05b,decode,32768,32,P3,1.7469,18318.6
qwen25_05b,decode,32768,32,P5,1.7449,18339.4
qwen25_05b,decode,65536,1,P0,0.3554,2813.6
qwen25_05b,decode,65536,1,P1,0.5999,1666.9
qwen25_05b,decode,65536,1,P3,1.3391,746.8
qwen25_05b,decode,65536,1,P5,1.3348,749.2
qwen25_05b,decode,65536,2,P0,0.6703,2983.6
qwen25_05b,decode,65536,2,P1,1.1232,1780.7
qwen25_05b,decode,65536,2,P3,1.3523,1479.0
qwen25_05b,decode,65536,2,P5,1.3505,1480.9
qwen25_05b,decode,65536,4,P0,1.2952,3088.4
qwen25_05b,decode,65536,4,P1,2.1748,1839.3
qwen25_05b,decode,65536,4,P3,1.6178,2472.5
qwen25_05b,decode,65536,4,P5,1.618,2472.2
qwen25_05b,decode,65536,8,P0,2.5387,3151.2
qwen25_05b,decode,65536,8,P1,4.2169,1897.1
qwen25_05b,decode,65536,8,P3,1.6343,4895.1
qwen25_05b,decode,65536,8,P5,1.6334,4897.6
qwen25_05b,decode,65536,16,P0,5.5889,2862.8
qwen25_05b,decode,65536,16,P1,8.8349,1811.0
qwen25_05b,decode,65536,16,P3,1.7728,9025.3
qwen25_05b,decode,65536,16,P5,1.7772,9002.9
qwen25_05b,decode,65536,32,P0,11.1913,2859.4
qwen25_05b,decode,65536,32,P1,17.4817,1830.5
qwen25_05b,decode,65536,32,P3,3.4504,9274.4
qwen25_05b,decode,65536,32,P5,3.4382,9307.2
qwen25_05b,decode,131072,1,P0,0.6885,1452.5
qwen25_05b,decode,131072,1,P1,1.1483,870.8
qwen25_05b,decode,131072,1,P3,2.6486,377.6
qwen25_05b,decode,131072,1,P5,2.6447,378.1
qwen25_05b,decode,131072,2,P0,1.3357,1497.3
qwen25_05b,decode,131072,2,P1,2.2167,902.2
qwen25_05b,decode,131072,2,P3,3.2089,623.3
qwen25_05b,decode,131072,2,P5,3.2073,623.6
qwen25_05b,decode,131072,4,P0,2.6121,1531.4
qwen25_05b,decode,131072,4,P1,4.2941,931.5
qwen25_05b,decode,131072,4,P3,3.2191,1242.6
qwen25_05b,decode,131072,4,P5,3.2164,1243.6
qwen25_05b,decode,131072,8,P0,5.173,1546.5
qwen25_05b,decode,131072,8,P1,8.4278,949.2
qwen25_05b,decode,131072,8,P3,3.2056,2495.6
qwen25_05b,decode,131072,8,P5,3.2033,2497.4
qwen25_05b,decode,131072,16,P0,11.4216,1400.9
qwen25_05b,decode,131072,16,P1,17.7346,902.2
qwen25_05b,decode,131072,16,P3,3.4997,4571.8
qwen25_05b,decode,131072,16,P5,3.5254,4538.5
qwen25_05b,decode,131072,32,P0,22.9724,1393.0
qwen25_05b,decode,131072,32,P1,35.4499,902.7
qwen25_05b,decode,131072,32,P3,6.8762,4653.7
qwen25_05b,decode,131072,32,P5,6.8946,4641.3
qwen25_1.8b,decode,2048,1,P0,0.0594,16835.0
qwen25_1.8b,decode,2048,1,P1,0.276,3623.7
qwen25_1.8b,decode,2048,1,P3,0.1128,8867.1
qwen25_1.8b,decode,2048,1,P5,0.1111,9004.8
qwen25_1.8b,decode,2048,2,P0,0.0734,27259.0
qwen25_1.8b,decode,2048,2,P1,0.2808,7122.0
qwen25_1.8b,decode,2048,2,P3,0.1125,17775.6
qwen25_1.8b,decode,2048,2,P5,0.1106,18089.1
qwen25_1.8b,decode,2048,4,P0,0.1269,31519.8
qwen25_1.8b,decode,2048,4,P1,0.3353,11930.4
qwen25_1.8b,decode,2048,4,P3,0.1124,35578.3
qwen25_1.8b,decode,2048,4,P5,0.1112,35961.5
qwen25_1.8b,decode,2048,8,P0,0.2171,36844.6
qwen25_1.8b,decode,2048,8,P1,0.4308,18568.9
qwen25_1.8b,decode,2048,8,P3,0.1123,71231.4
qwen25_1.8b,decode,2048,8,P5,0.111,72096.6
qwen25_1.8b,decode,2048,16,P0,0.4019,39809.5
qwen25_1.8b,decode,2048,16,P1,0.6408,24967.0
qwen25_1.8b,decode,2048,16,P3,0.129,124052.2
qwen25_1.8b,decode,2048,16,P5,0.129,124052.2
qwen25_1.8b,decode,2048,32,P0,0.7719,41458.6
qwen25_1.8b,decode,2048,32,P1,1.2219,26188.7
qwen25_1.8b,decode,2048,32,P3,0.2221,144063.5
qwen25_1.8b,decode,2048,32,P5,0.2201,145418.7
qwen25_1.8b,decode,4096,1,P0,0.0761,13148.9
qwen25_1.8b,decode,4096,1,P1,0.2808,3560.8
qwen25_1.8b,decode,4096,1,P3,0.1896,5274.7
qwen25_1.8b,decode,4096,1,P5,0.188,5318.8
qwen25_1.8b,decode,4096,2,P0,0.1288,15526.3
qwen25_1.8b,decode,4096,2,P1,0.3388,5902.8
qwen25_1.8b,decode,4096,2,P3,0.1914,10450.1
qwen25_1.8b,decode,4096,2,P5,0.1893,10564.3
qwen25_1.8b,decode,4096,4,P0,0.2185,18309.6
qwen25_1.8b,decode,4096,4,P1,0.4285,9335.6
qwen25_1.8b,decode,4096,4,P3,0.1917,20869.9
qwen25_1.8b,decode,4096,4,P5,0.1903,21021.4
qwen25_1.8b,decode,4096,8,P0,0.3922,20400.3
qwen25_1.8b,decode,4096,8,P1,0.6332,12634.8
qwen25_1.8b,decode,4096,8,P3,0.1916,41761.9
qwen25_1.8b,decode,4096,8,P5,0.1898,42146.9
qwen25_1.8b,decode,4096,16,P0,0.7639,20943.9
qwen25_1.8b,decode,4096,16,P1,1.2135,13184.9
qwen25_1.8b,decode,4096,16,P3,0.2225,71915.2
qwen25_1.8b,decode,4096,16,P5,0.2212,72331.4
qwen25_1.8b,decode,4096,32,P0,1.4886,21497.2
qwen25_1.8b,decode,4096,32,P1,2.364,13536.3
qwen25_1.8b,decode,4096,32,P3,0.4677,68421.0
qwen25_1.8b,decode,4096,32,P5,0.462,69257.1
qwen25_1.8b,decode,8192,1,P0,0.1257,7957.2
qwen25_1.8b,decode,8192,1,P1,0.3442,2905.3
qwen25_1.8b,decode,8192,1,P3,0.3472,2880.4
qwen25_1.8b,decode,8192,1,P5,0.3449,2899.7
qwen25_1.8b,decode,8192,2,P0,0.2181,9170.3
qwen25_1.8b,decode,8192,2,P1,0.4323,4625.9
qwen25_1.8b,decode,8192,2,P3,0.3485,5739.3
qwen25_1.8b,decode,8192,2,P5,0.3467,5768.1
qwen25_1.8b,decode,8192,4,P0,0.3918,10210.5
qwen25_1.8b,decode,8192,4,P1,0.6331,6318.3
qwen25_1.8b,decode,8192,4,P3,0.3495,11444.1
qwen25_1.8b,decode,8192,4,P5,0.3482,11487.7
qwen25_1.8b,decode,8192,8,P0,0.743,10767.2
qwen25_1.8b,decode,8192,8,P1,1.1945,6697.5
qwen25_1.8b,decode,8192,8,P3,0.3493,22903.2
qwen25_1.8b,decode,8192,8,P5,0.3471,23051.3
qwen25_1.8b,decode,8192,16,P0,1.4907,10733.0
qwen25_1.8b,decode,8192,16,P1,2.3637,6769.1
qwen25_1.8b,decode,8192,16,P3,0.4676,34220.6
qwen25_1.8b,decode,8192,16,P5,0.4675,34223.6
qwen25_1.8b,decode,8192,32,P0,2.9285,10927.1
qwen25_1.8b,decode,8192,32,P1,4.5983,6959.0
qwen25_1.8b,decode,8192,32,P3,0.8936,35810.2
qwen25_1.8b,decode,8192,32,P5,0.8914,35897.5
qwen25_1.8b,decode,16384,1,P0,0.2213,4519.2
qwen25_1.8b,decode,16384,1,P1,0.4345,2301.5
qwen25_1.8b,decode,16384,1,P3,0.6607,1513.4
qwen25_1.8b,decode,16384,1,P5,0.6557,1525.0
qwen25_1.8b,decode,16384,2,P0,0.3973,5034.0
qwen25_1.8b,decode,16384,2,P1,0.6397,3126.3
qwen25_1.8b,decode,16384,2,P3,0.6623,3019.9
qwen25_1.8b,decode,16384,2,P5,0.6621,3020.8
qwen25_1.8b,decode,16384,4,P0,0.7468,5356.3
qwen25_1.8b,decode,16384,4,P1,1.1996,3334.3
qwen25_1.8b,decode,16384,4,P3,0.6616,6045.7
qwen25_1.8b,decode,16384,4,P5,0.6701,5969.5
qwen25_1.8b,decode,16384,8,P0,1.4496,5518.9
qwen25_1.8b,decode,16384,8,P1,2.325,3440.8
qwen25_1.8b,decode,16384,8,P3,0.7864,10172.9
qwen25_1.8b,decode,16384,8,P5,0.7863,10174.3
qwen25_1.8b,decode,16384,16,P0,2.9376,5446.7
qwen25_1.8b,decode,16384,16,P1,4.611,3470.0
qwen25_1.8b,decode,16384,16,P3,0.8921,17934.9
qwen25_1.8b,decode,16384,16,P5,0.8971,17834.4
qwen25_1.8b,decode,16384,32,P0,5.8334,5485.6
qwen25_1.8b,decode,16384,32,P1,9.0511,3535.5
qwen25_1.8b,decode,16384,32,P3,1.7402,18388.3
qwen25_1.8b,decode,16384,32,P5,1.7407,18382.9
qwen25_1.8b,decode,32768,1,P0,0.3995,2503.0
qwen25_1.8b,decode,32768,1,P1,0.6444,1551.8
qwen25_1.8b,decode,32768,1,P3,1.2783,782.3
qwen25_1.8b,decode,32768,1,P5,1.2747,784.5
qwen25_1.8b,decode,32768,2,P0,0.7595,2633.3
qwen25_1.8b,decode,32768,2,P1,1.2126,1649.4
qwen25_1.8b,decode,32768,2,P3,1.3008,1537.6
qwen25_1.8b,decode,32768,2,P5,1.2964,1542.7
qwen25_1.8b,decode,32768,4,P0,1.4658,2728.8
qwen25_1.8b,decode,32768,4,P1,2.3464,1704.7
qwen25_1.8b,decode,32768,4,P3,1.5524,2576.7
qwen25_1.8b,decode,32768,4,P5,1.5484,2583.4
qwen25_1.8b,decode,32768,8,P0,2.8709,2786.6
qwen25_1.8b,decode,32768,8,P1,4.5511,1757.8
qwen25_1.8b,decode,32768,8,P3,1.5635,5116.9
qwen25_1.8b,decode,32768,8,P5,1.5663,5107.6
qwen25_1.8b,decode,32768,16,P0,5.8729,2724.4
qwen25_1.8b,decode,32768,16,P1,9.0805,1762.0
qwen25_1.8b,decode,32768,16,P3,1.7544,9120.0
qwen25_1.8b,decode,32768,16,P5,1.7504,9140.6
qwen25_1.8b,decode,32768,32,P0,11.7851,2715.3
qwen25_1.8b,decode,32768,32,P1,18.2228,1756.0
qwen25_1.8b,decode,32768,32,P3,3.4272,9336.9
qwen25_1.8b,decode,32768,32,P5,3.4226,9349.7
qwen25_1.8b,decode,65536,1,P0,0.7799,1282.3
qwen25_1.8b,decode,65536,1,P1,1.2348,809.8
qwen25_1.8b,decode,65536,1,P3,2.5387,393.9
qwen25_1.8b,decode,65536,1,P5,2.539,393.9
qwen25_1.8b,decode,65536,2,P0,1.515,1320.1
qwen25_1.8b,decode,65536,2,P1,2.3969,834.4
qwen25_1.8b,decode,65536,2,P3,3.0786,649.6
qwen25_1.8b,decode,65536,2,P5,3.0771,650.0
qwen25_1.8b,decode,65536,4,P0,2.9719,1345.9
qwen25_1.8b,decode,65536,4,P1,4.6545,859.4
qwen25_1.8b,decode,65536,4,P3,3.0923,1293.5
qwen25_1.8b,decode,65536,4,P5,3.0761,1300.3
qwen25_1.8b,decode,65536,8,P0,5.8702,1362.8
qwen25_1.8b,decode,65536,8,P1,9.1225,877.0
qwen25_1.8b,decode,65536,8,P3,3.0648,2610.3
qwen25_1.8b,decode,65536,8,P5,3.0629,2611.9
qwen25_1.8b,decode,65536,16,P0,12.0584,1326.9
qwen25_1.8b,decode,65536,16,P1,18.4988,864.9
qwen25_1.8b,decode,65536,16,P3,3.5117,4556.3
qwen25_1.8b,decode,65536,16,P5,3.5051,4564.8
qwen25_1.8b,decode,65536,32,P0,24.2323,1320.6
qwen25_1.8b,decode,65536,32,P1,36.9272,866.6
qwen25_1.8b,decode,65536,32,P3,6.8006,4705.4
qwen25_1.8b,decode,65536,32,P5,6.8142,4696.1
qwen25_1.8b,decode,131072,1,P0,1.769,565.3
qwen25_1.8b,decode,131072,1,P1,2.6469,377.8
qwen25_1.8b,decode,131072,1,P3,5.9543,167.9
qwen25_1.8b,decode,131072,1,P5,5.9534,168.0
qwen25_1.8b,decode,131072,2,P0,3.4763,575.3
qwen25_1.8b,decode,131072,2,P1,5.1575,387.8
qwen25_1.8b,decode,131072,2,P3,6.1142,327.1
qwen25_1.8b,decode,131072,2,P5,6.1298,326.3
qwen25_1.8b,decode,131072,4,P0,6.8802,581.4
qwen25_1.8b,decode,131072,4,P1,10.112,395.6
qwen25_1.8b,decode,131072,4,P3,6.0681,659.2
qwen25_1.8b,decode,131072,4,P5,6.0988,655.9
qwen25_1.8b,decode,131072,8,P0,13.7138,583.4
qwen25_1.8b,decode,131072,8,P1,20.0876,398.3
qwen25_1.8b,decode,131072,8,P3,6.0727,1317.4
qwen25_1.8b,decode,131072,8,P5,6.126,1305.9
qwen25_1.8b,decode,131072,16,P0,28.1174,569.0
qwen25_1.8b,decode,131072,16,P1,40.6919,393.2
qwen25_1.8b,decode,131072,16,P3,6.9492,2302.4
qwen25_1.8b,decode,131072,16,P5,6.9503,2302.1
qwen25_1.8b,decode,131072,32,P0,56.4134,567.2
qwen25_1.8b,decode,131072,32,P1,81.5326,392.5
qwen25_1.8b,decode,131072,32,P3,13.6159,2350.2
qwen25_1.8b,decode,131072,32,P5,13.6906,2337.4
qwen25_7b,decode,2048,1,P0,0.068,14710.6
qwen25_7b,decode,2048,1,P1,0.2742,3646.8
qwen25_7b,decode,2048,1,P3,0.1117,8954.3
qwen25_7b,decode,2048,1,P5,0.111,9010.8
qwen25_7b,decode,2048,2,P0,0.1173,17057.0
qwen25_7b,decode,2048,2,P1,0.3199,6251.7
qwen25_7b,decode,2048,2,P3,0.112,17856.2
qwen25_7b,decode,2048,2,P5,0.1118,17889.7
qwen25_7b,decode,2048,4,P0,0.1945,20567.9
qwen25_7b,decode,2048,4,P1,0.4087,9786.0
qwen25_7b,decode,2048,4,P3,0.1123,35630.9
qwen25_7b,decode,2048,4,P5,0.1102,36313.4
qwen25_7b,decode,2048,8,P0,0.366,21857.8
qwen25_7b,decode,2048,8,P1,0.6125,13060.9
qwen25_7b,decode,2048,8,P3,0.1287,62137.9
qwen25_7b,decode,2048,8,P5,0.1272,62882.2
qwen25_7b,decode,2048,16,P0,0.707,22630.5
qwen25_7b,decode,2048,16,P1,1.159,13804.4
qwen25_7b,decode,2048,16,P3,0.223,71740.5
qwen25_7b,decode,2048,16,P5,0.2217,72176.0
qwen25_7b,decode,2048,32,P0,1.3393,23893.9
qwen25_7b,decode,2048,32,P1,2.2164,14437.9
qwen25_7b,decode,2048,32,P3,0.4522,70764.8
qwen25_7b,decode,2048,32,P5,0.451,70948.7
qwen25_7b,decode,4096,1,P0,0.1156,8650.5
qwen25_7b,decode,4096,1,P1,0.3259,3068.8
qwen25_7b,decode,4096,1,P3,0.1932,5176.7
qwen25_7b,decode,4096,1,P5,0.1884,5306.6
qwen25_7b,decode,4096,2,P0,0.1951,10252.2
qwen25_7b,decode,4096,2,P1,0.4093,4886.3
qwen25_7b,decode,4096,2,P3,0.1919,10421.3
qwen25_7b,decode,4096,2,P5,0.1898,10535.7
qwen25_7b,decode,4096,4,P0,0.3497,11437.2
qwen25_7b,decode,4096,4,P1,0.5891,6789.9
qwen25_7b,decode,4096,4,P3,0.1935,20669.2
qwen25_7b,decode,4096,4,P5,0.1893,21128.9
qwen25_7b,decode,4096,8,P0,0.6952,11506.9
qwen25_7b,decode,4096,8,P1,1.1437,6994.9
qwen25_7b,decode,4096,8,P3,0.222,36040.9
qwen25_7b,decode,4096,8,P5,0.222,36032.1
qwen25_7b,decode,4096,16,P0,1.3615,11751.9
qwen25_7b,decode,4096,16,P1,2.2354,7157.6
qwen25_7b,decode,4096,16,P3,0.4626,34589.6
qwen25_7b,decode,4096,16,P5,0.4627,34576.2
qwen25_7b,decode,4096,32,P0,2.6046,12285.7
qwen25_7b,decode,4096,32,P1,4.2805,7475.7
qwen25_7b,decode,4096,32,P3,0.8613,37151.6
qwen25_7b,decode,4096,32,P5,0.8568,37350.3
qwen25_7b,decode,8192,1,P0,0.1944,5144.2
qwen25_7b,decode,8192,1,P1,0.4097,2440.7
qwen25_7b,decode,8192,1,P3,0.3478,2875.3
qwen25_7b,decode,8192,1,P5,0.3465,2886.0
qwen25_7b,decode,8192,2,P0,0.349,5731.2
qwen25_7b,decode,8192,2,P1,0.5921,3378.1
qwen25_7b,decode,8192,2,P3,0.35,5713.9
qwen25_7b,decode,8192,2,P5,0.3487,5736.0
qwen25_7b,decode,8192,4,P0,0.6618,6043.9
qwen25_7b,decode,8192,4,P1,1.1105,3602.0
qwen25_7b,decode,8192,4,P3,0.3492,11455.3
qwen25_7b,decode,8192,4,P5,0.3474,11513.0
qwen25_7b,decode,8192,8,P0,1.3493,5929.1
qwen25_7b,decode,8192,8,P1,2.2222,3600.0
qwen25_7b,decode,8192,8,P3,0.4691,17052.7
qwen25_7b,decode,8192,8,P5,0.4683,17084.7
qwen25_7b,decode,8192,16,P0,2.6637,6006.7
qwen25_7b,decode,8192,16,P1,4.3388,3687.7
qwen25_7b,decode,8192,16,P3,0.8933,17911.8
qwen25_7b,decode,8192,16,P5,0.8841,18096.5
qwen25_7b,decode,8192,32,P0,5.1254,6243.5
qwen25_7b,decode,8192,32,P1,8.3709,3822.8
qwen25_7b,decode,8192,32,P3,1.6674,19192.1
qwen25_7b,decode,8192,32,P5,1.6609,19266.5
qwen25_7b,decode,16384,1,P0,0.3534,2829.4
qwen25_7b,decode,16384,1,P1,0.5928,1687.0
qwen25_7b,decode,16384,1,P3,0.6708,1490.8
qwen25_7b,decode,16384,1,P5,0.6668,1499.7
qwen25_7b,decode,16384,2,P0,0.668,2993.8
qwen25_7b,decode,16384,2,P1,1.1188,1787.6
qwen25_7b,decode,16384,2,P3,0.6686,2991.2
qwen25_7b,decode,16384,2,P5,0.6665,3000.7
qwen25_7b,decode,16384,4,P0,1.2856,3111.3
qwen25_7b,decode,16384,4,P1,2.164,1848.5
qwen25_7b,decode,16384,4,P3,0.7903,5061.4
qwen25_7b,decode,16384,4,P5,0.7908,5058.1
qwen25_7b,decode,16384,8,P0,2.6611,3006.3
qwen25_7b,decode,16384,8,P1,4.3391,1843.7
qwen25_7b,decode,16384,8,P3,0.9134,8758.2
qwen25_7b,decode,16384,8,P5,0.9118,8773.5
qwen25_7b,decode,16384,16,P0,5.305,3016.0
qwen25_7b,decode,16384,16,P1,8.55,1871.4
qwen25_7b,decode,16384,16,P3,1.7365,9214.1
qwen25_7b,decode,16384,16,P5,1.7342,9226.3
qwen25_7b,decode,16384,32,P0,10.3188,3101.1
qwen25_7b,decode,16384,32,P1,16.7911,1905.8
qwen25_7b,decode,16384,32,P3,3.3431,9572.0
qwen25_7b,decode,16384,32,P5,3.3262,9620.5
qwen25_7b,decode,32768,1,P0,0.6708,1490.9
qwen25_7b,decode,32768,1,P1,1.1221,891.2
qwen25_7b,decode,32768,1,P3,1.2954,772.0
qwen25_7b,decode,32768,1,P5,1.2927,773.6
qwen25_7b,decode,32768,2,P0,1.2979,1540.9
qwen25_7b,decode,32768,2,P1,2.1792,917.8
qwen25_7b,decode,32768,2,P3,1.56,1282.1
qwen25_7b,decode,32768,2,P5,1.5608,1281.4
qwen25_7b,decode,32768,4,P0,2.5508,1568.1
qwen25_7b,decode,32768,4,P1,4.2368,944.1
qwen25_7b,decode,32768,4,P3,1.563,2559.3
qwen25_7b,decode,32768,4,P5,1.5605,2563.3
qwen25_7b,decode,32768,8,P0,5.3202,1503.7
qwen25_7b,decode,32768,8,P1,8.5493,935.7
qwen25_7b,decode,32768,8,P3,1.7703,4518.9
qwen25_7b,decode,32768,8,P5,1.7677,4525.6
qwen25_7b,decode,32768,16,P0,10.688,1497.0
qwen25_7b,decode,32768,16,P1,17.1532,932.8
qwen25_7b,decode,32768,16,P3,3.4205,4677.6
qwen25_7b,decode,32768,16,P5,3.436,4656.6
qwen25_7b,decode,32768,32,P0,20.7679,1540.8
qwen25_7b,decode,32768,32,P1,33.59,952.7
qwen25_7b,decode,32768,32,P3,6.5941,4852.8
qwen25_7b,decode,32768,32,P5,6.5793,4863.7
qwen25_7b,decode,65536,1,P0,1.3386,747.1
qwen25_7b,decode,65536,1,P1,2.2165,451.2
qwen25_7b,decode,65536,1,P3,3.0816,324.5
qwen25_7b,decode,65536,1,P5,3.0855,324.1
qwen25_7b,decode,65536,2,P0,2.621,763.1
qwen25_7b,decode,65536,2,P1,4.2984,465.3
qwen25_7b,decode,65536,2,P3,3.0739,650.6
qwen25_7b,decode,65536,2,P5,3.0739,650.6
qwen25_7b,decode,65536,4,P0,5.1673,774.1
qwen25_7b,decode,65536,4,P1,8.437,474.1
qwen25_7b,decode,65536,4,P3,3.0809,1298.3
qwen25_7b,decode,65536,4,P5,3.0837,1297.1
qwen25_7b,decode,65536,8,P0,10.896,734.2
qwen25_7b,decode,65536,8,P1,17.267,463.3
qwen25_7b,decode,65536,8,P3,3.5015,2284.7
qwen25_7b,decode,65536,8,P5,3.5006,2285.3
qwen25_7b,decode,65536,16,P0,21.8482,732.3
